title,url,company,salary,deadline,location,lien_he
"Công ty KIDO SPORTS VINA Thông báo Tuyển dụng Nhân viên HCNS,...",https://phutho.work/cong-ty-kido-sports-vina-thong-bao-tuyen-dung-nhan-vien-hcns-nhan-vien-it.html,CÔNG TY KIDO SPORTS VINA,Thoả thuận,7/15/2025 17:00,KCN Phú Hà,"Công ty Kido Sports Vina
Địa chỉ: Lô CN 06 – KCN Phú Hà – Hà Thạch – Phú Thọ
Điện thoại : 0973 543 656 (Phòng nhân sự)
Lưu ý: Công ty không thu bất kỳ khoản chi phí nào liên quan đến Tuyển dụng. Nộp hồ sơ tại nút: ” NỘP HỒ SƠ”"
Công Ty TNHH Vật liệu Mỹ Thuật LANGER (Việt Nam) Tuyển dụng...,https://phutho.work/cong-ty-tnhh-vat-lieu-my-thuat-langer-viet-nam-tuyen-dung-phien-dich-tieng-trung-lai-xe-nang.html,,Thoả thuận,7/15/2025 17:00,KCN Cẩm Khê,"Công Ty TNHH Vật liệu Mỹ Thuật LANGER (Việt Nam) Phòng nhân sự: 0399261299 Địa chỉ: Lô CN03-01 và CN03-04, Khu công nghiệp Cẩm Khê, Thị trấn Cẩm Khê, Huyện Cẩm Khê, Tỉnh Phú Thọ, Việt Nam
Lưu ý: Công ty không thu bất kỳ khoản chi phí nào liên quan đến Tuyển dụng. Nộp hồ sơ tại nút: ” NỘP HỒ SƠ”"
"Nhân viên Kế toán, Nhân viên Kỹ thuật, Nhân viên Kinh doanh,...",https://phutho.work/nhan-vien-ke-toan-nhan-vien-ky-thuat-nhan-vien-kinh-doanh-nv-quan-ly-chat-luong-cong-ty-co-phan-dai-phan-thong-bao-tuyen-dung.html,Công ty cổ phần Đại Phan,Thoả thuận,8/10/2025 17:00,Phù Ninh,"Công ty Cổ phần Đại Phan
Địa chỉ: Tổ 2 – Khu Đá thờ – Thị trấn Phong Châu – Huyện Phù Ninh – Tỉnh Phú Thọ
Phòng nhân sự: Ms.Lien – 039 546 1125"
Công ty TNHH Phú Thọ Matsuoka Tuyển dụng Thợ sửa máy may,https://phutho.work/cong-ty-tnhh-phu-tho-matsuoka-tuyen-dung-tho-sua-may-may.html,Công ty TNHH Phú Thọ Matsuoka,Thoả thuận,1/31/2025 0:00,KCN Phú Hà,"Công ty TNHH Phú Thọ Matsuoka
Địa chỉ: Lô CN7, Khu Công nghiệp Phú Hà giai đoạn I, Xã Hà Lộc, Thị xã Phú Thọ, Tỉnh Phú Thọ , Việt Nam
Điện thoại: 0968.922.274
Lưu ý: Nộp hồ sơ ngay dưới đây nút ” NỘP HỒ SƠ”. Công ty không thu bất kỳ khoản phí nào liên quan đến tuyển dụng. ……………………………..***…………………………….. HỆ SINH THÁI SÀN THÔNG TIN VIỆC LÀM PHUTHO.WOR Website chính : https://phutho.work Fanpage: https://www.facebook.com/phutho.work Group: https://www.facebook.com/groups/phuthowork Kênh thông báo: https://www.messenger.com/channel/phutho.work Tiktok : https://www.tiktok.com/@phuthowork ZALO: (Tổng hợp và thông báo nhanh các job theo khu vực địa lý và nhóm job theo ngành nghề) Group Zalo chung của tỉnh: Việc làm Phú Thọ (Sắp Full): https://zalo.me/g/ikdtrv252 Việt Trì: https://zalo.me/g/nzjktl402 Việt Trì 2 (còn Slot) : https://zalo.me/g/hbftpq494 Group Zalo các KCN: KCN Thụy Vân (Sắp Full): https://zalo.me/g/afaqmp373 KCN Phú Hà (Sắp Full): https://zalo.me/g/ixrvri499 KCN Lâm Thao: https://zalo.me/g/equpzz777 KCN Thanh Ba: https://zalo.me/g/qmhaxr093 KCN Đồng Lạng: https://zalo.me/g/hrifsn137 KCN Cẩm Khê: https://zalo.me/g/ybqtod749 KCN Tử Đà: https://zalo.me/g/jfertk905 KCN Đại An: https://zalo.me/g/caezan325 KCN Hạ Hòa: https://zalo.me/g/yugjfi001 KCN Trung Hà: https://zalo.me/g/wcyoys749 Group Zalo Chuyên môn: Kế toán – Nhân sự – Hành chính Nhân sự: https://zalo.me/g/spjvdb096 Kế toán – Nhân sự – Hành chính Nhân sự – Nhóm 2 (News): https://zalo.me/g/spjvdb096 Job Chất lượng cao: https://zalo.me/g/mgfiir349 Điện tử – Kỹ thuật – Cơ khí (Mới tạo): https://zalo.me/g/loqzle907 Digital Marketing – AI (Mới tạo – xu hướng mới): https://zalo.me/g/iqlplw695"
Công ty TNHH Innovation Tương lai Việt Nam Tuyển dụng Nhân viên...,https://phutho.work/cong-ty-tnhh-innovation-tuong-lai-viet-nam-tuyen-dung-nhan-vien-kho.html,Công ty TNHH Innovation Tương lai Việt Nam,Thoả thuận,7/15/2025 17:00,KCN Phú Hà,
"Quản lý Sản xuất, Phiên dịch, EHS, Thiết kế, Kỹ thuật, QC,...",https://phutho.work/quan-ly-san-xuat-phien-dich-ehs-thiet-ke-ky-thuat-qc-cong-nhan-san-xuat-cong-ty-tnhh-jh-vina-tuyen-dung.html,Công ty TNHH JH Vina,Thoả thuận,7/25/2025 17:00,KCN Phú Hà,"Công ty TNHH JH Vina
Địa chỉ: Lô CN-07B, Khu công nghiệp Phú Hà, Xã Hà Lộc, Thị xã Phú Thọ, Tỉnh Phú Thọ
Điện thoại: 0977.504.883
Lưu ý: Nộp hồ sơ ngay dưới đây nút ” NỘP HỒ SƠ”. Công ty không thu bất kỳ khoản phí nào liên quan đến tuyển dụng. ……………………………..***…………………………….. HỆ SINH THÁI SÀN THÔNG TIN VIỆC LÀM PHUTHO.WOR Website chính : https://phutho.work Fanpage: https://www.facebook.com/phutho.work Group: https://www.facebook.com/groups/phuthowork Kênh thông báo: https://www.messenger.com/channel/phutho.work Tiktok : https://www.tiktok.com/@phuthowork ZALO: (Tổng hợp và thông báo nhanh các job theo khu vực địa lý và nhóm job theo ngành nghề) Group Zalo chung của tỉnh: Việc làm Phú Thọ (Sắp Full): https://zalo.me/g/ikdtrv252 Việt Trì: https://zalo.me/g/nzjktl402 Việt Trì 2 (còn Slot) : https://zalo.me/g/hbftpq494 Group Zalo các KCN: KCN Thụy Vân (Sắp Full): https://zalo.me/g/afaqmp373 KCN Phú Hà (Sắp Full): https://zalo.me/g/ixrvri499 KCN Lâm Thao: https://zalo.me/g/equpzz777 KCN Thanh Ba: https://zalo.me/g/qmhaxr093 KCN Đồng Lạng: https://zalo.me/g/hrifsn137 KCN Cẩm Khê: https://zalo.me/g/ybqtod749 KCN Tử Đà: https://zalo.me/g/jfertk905 KCN Đại An: https://zalo.me/g/caezan325 KCN Hạ Hòa: https://zalo.me/g/yugjfi001 KCN Trung Hà: https://zalo.me/g/wcyoys749 Group Zalo Chuyên môn: Kế toán – Nhân sự – Hành chính Nhân sự: https://zalo.me/g/spjvdb096 Kế toán – Nhân sự – Hành chính Nhân sự – Nhóm 2 (News): https://zalo.me/g/spjvdb096 Job Chất lượng cao: https://zalo.me/g/mgfiir349 Điện tử – Kỹ thuật – Cơ khí (Mới tạo): https://zalo.me/g/loqzle907 Digital Marketing – AI (Mới tạo – xu hướng mới): https://zalo.me/g/iqlplw695"
Công ty TNHH ARP VINA Thông báo Tuyển dụng Trưởng ca sản...,https://phutho.work/cong-ty-tnhh-arp-vina-thong-bao-tuyen-dung-truong-ca-san-xuat.html,Công ty TNHH ARP VINA,Thoả thuận,7/10/2025 17:00,KCN Phú Hà,"Công ty TNHH ARP VINA Địa chỉ: Lô CN 08-02, KCN Phú Hà, xã Hà Lộc, thị xã Phú Thọ, tỉnh Phú Thọ Phòng Nhân sự: 02103.823.700
Lưu ý: Công ty không thu bất kỳ khoản chi phí nào liên quan đến Tuyển dụng. Nộp hồ sơ tại nút: ” NỘP HỒ SƠ”"
Công ty TNHH OGK Hanoi Thông báo Tuyển dụng Nhân viên Kinh...,https://phutho.work/cong-ty-tnhh-ogk-hanoi-thong-bao-tuyen-dung-nhan-vien-kinh-doanh.html,Công ty OGK Hà Nội,Thoả thuận,7/10/2025 17:00,KCN Phú Hà,"CÔNG TY TNHH OGK HANOI Địa chỉ: Lô CN07A, Khu công nghiệp Phú Hà, xã Hà Thạch, tỉnh Phú Thọ. Phòng Nhân sự : 02103 636 868
Lưu ý: Công ty không thu bất kỳ khoản chi phí nào liên quan đến Tuyển dụng. Nộp hồ sơ tại nút: ” NỘP HỒ SƠ”"
Công ty Cổ phần CMC Thông báo Tuyển dụng Nhân viên Sales...,https://phutho.work/cong-ty-co-phan-cmc-thong-bao-tuyen-dung-nhan-vien-sales-admin.html,Công ty Cổ phần CMC,Thoả thuận,7/10/2025 17:00,Việt Trì,"Công ty Cổ phần CMC
Địa chỉ: Lô B10 – B11 Khu công nghiệp Thụy Vân, Xã Thụy Vân, TP. Việt Trì, Phú Thọ
Điện thoại liên hê: (0210)3 991 706 / 0903 236 327
Lưu ý: Công ty không thu bất kỳ khoản chi phí nào liên quan đến Tuyển dụng. Nộp hồ sơ tại nút: ” NỘP HỒ SƠ” ……………………………..***…………………………….. HỆ SINH THÁI SÀN THÔNG TIN VIỆC LÀM PHUTHO.WOR Website chính : https://phutho.work Fanpage: https://www.facebook.com/phutho.work Group: https://www.facebook.com/groups/phuthowork Kênh thông báo: https://www.messenger.com/channel/phutho.work Tiktok : https://www.tiktok.com/@phuthowork ZALO: (Tổng hợp và thông báo nhanh các job theo khu vực địa lý và nhóm job theo ngành nghề) Group Zalo chung của tỉnh: Việc làm Phú Thọ (Sắp Full): https://zalo.me/g/ikdtrv252 Việt Trì: https://zalo.me/g/nzjktl402 Việt Trì 2 (còn Slot) : https://zalo.me/g/hbftpq494 Group Zalo các KCN: KCN Thụy Vân (Sắp Full): https://zalo.me/g/afaqmp373 KCN Phú Hà (Sắp Full): https://zalo.me/g/ixrvri499 KCN Lâm Thao: https://zalo.me/g/equpzz777 KCN Thanh Ba: https://zalo.me/g/qmhaxr093 KCN Đồng Lạng: https://zalo.me/g/hrifsn137 KCN Cẩm Khê: https://zalo.me/g/ybqtod749 KCN Tử Đà: https://zalo.me/g/jfertk905 KCN Đại An: https://zalo.me/g/caezan325 KCN Hạ Hòa: https://zalo.me/g/yugjfi001 KCN Trung Hà: https://zalo.me/g/wcyoys749 Group Zalo Chuyên môn: Kế toán – Nhân sự – Hành chính Nhân sự: https://zalo.me/g/spjvdb096 Kế toán – Nhân sự – Hành chính Nhân sự – Nhóm 2 (News): https://zalo.me/g/spjvdb096 Job Chất lượng cao: https://zalo.me/g/mgfiir349 Điện tử – Kỹ thuật – Cơ khí (Mới tạo): https://zalo.me/g/loqzle907 Digital Marketing – AI (Mới tạo – xu hướng mới): https://zalo.me/g/iqlplw695 Sale – Kinh doanh (Mới tạo): https://zalo.me/g/eefuzg059"
Công ty TNHH YAKJIN Việt Nam Thông báo Tuyển dụng Trưởng phòng...,https://phutho.work/cong-ty-tnhh-yakjin-viet-nam-thong-bao-tuyen-dung-truong-phong-xuat-nhap-khau.html,Công ty TNHH YAKJIN Việt Nam,Thoả thuận,7/10/2025 17:00,KCN Thụy Vân,"Công ty TNHH YAKJIN Việt Nam
Phòng Nhân sự: 0983.300.219
Địa chỉ: Lô B6, Khu Công nghiệp Thụy Vân, Xã Thụy Vân, Thành phố Việt Trì, Tỉnh Phú Thọ, Việt Nam
Lưu ý: Công ty không thu bất kỳ khoản chi phí nào liên quan đến Tuyển dụng. Nộp hồ sơ tại nút: ” NỘP HỒ SƠ”"
Công ty TNHH Haehwa Vina Thông báo Tuyển dụng Nhân viên Kỹ...,https://phutho.work/cong-ty-tnhh-haehwa-vina-thong-bao-tuyen-dung-nhan-vien-ky-thuat-thiet-bi.html,Công Ty TNHH Haehwa Vina,Thoả thuận,7/15/2025 17:00,KCN Phú Hà,"Công ty TNHH Haehwa Vina
Địa chỉ: Lô CN07A, KCN Phú Hà, Hà Thạch, TX Phú Thọ, Phú Thọ
Phòng Nhân sự : 02103822522 / 0985 005 520
Lưu ý: Công ty không thu bất kỳ khoản chi phí nào liên quan đến Tuyển dụng. Nộp hồ sơ tại nút: ” NỘP HỒ SƠ” ……………………………..***…………………………….. HỆ SINH THÁI SÀN THÔNG TIN VIỆC LÀM PHUTHO.WOR Website chính : https://phutho.work Fanpage: https://www.facebook.com/phutho.work Group: https://www.facebook.com/groups/phuthowork Kênh thông báo: https://www.messenger.com/channel/phutho.work Tiktok : https://www.tiktok.com/@phuthowork ZALO: (Tổng hợp và thông báo nhanh các job theo khu vực địa lý và nhóm job theo ngành nghề) Group Zalo chung của tỉnh: Việc làm Phú Thọ (Sắp Full): https://zalo.me/g/ikdtrv252 Việt Trì: https://zalo.me/g/nzjktl402 Việt Trì 2 (còn Slot) : https://zalo.me/g/hbftpq494 Group Zalo các KCN: KCN Thụy Vân (Sắp Full): https://zalo.me/g/afaqmp373 KCN Phú Hà (Sắp Full): https://zalo.me/g/ixrvri499 KCN Lâm Thao: https://zalo.me/g/equpzz777 KCN Thanh Ba: https://zalo.me/g/qmhaxr093 KCN Đồng Lạng: https://zalo.me/g/hrifsn137 KCN Cẩm Khê: https://zalo.me/g/ybqtod749 KCN Tử Đà: https://zalo.me/g/jfertk905 KCN Đại An: https://zalo.me/g/caezan325 KCN Hạ Hòa: https://zalo.me/g/yugjfi001 KCN Trung Hà: https://zalo.me/g/wcyoys749 Group Zalo Chuyên môn: Kế toán – Nhân sự – Hành chính Nhân sự: https://zalo.me/g/spjvdb096 Kế toán – Nhân sự – Hành chính Nhân sự – Nhóm 2 (News): https://zalo.me/g/spjvdb096 Job Chất lượng cao: https://zalo.me/g/mgfiir349 Điện tử – Kỹ thuật – Cơ khí (Mới tạo): https://zalo.me/g/loqzle907 Digital Marketing – AI (Mới tạo – xu hướng mới): https://zalo.me/g/iqlplw695"
