title,url,company,salary,deadline,location,lien_he
"Bác sĩ chuyên khoa tâm thần, Cử nhân Tâm lý – Bệnh...",https://vinhphuc.work/bac-si-chuyen-khoa-tam-than-cu-nhan-tam-ly-benh-vien-huu-nghi-lac-viet-lvfh-thong-bao-tuyen-dung.html,Bệnh viện Hữu Nghị Lạc Việt,Thoả thuận,30/11/2024,Vĩnh Yên,Bệnh viện Hữu nghị Lạc Việt
Công ty cổ phần liên doanh Shinko Tuyển dụng Nhân viên Cơ...,https://vinhphuc.work/cong-ty-co-phan-lien-doanh-shinko-tuyen-dung-nhan-vien-co-dien-co-khi-lai-xe-nang-cong-nhan-van-hanh-may-2.html,Công ty Cổ phần Liên doanh Shinko,Thoả thuận,30/11/2024,Bình Xuyên,"CÔNG TY CỔ PHẦN LIÊN DOANH SHINKO
Địa chỉ: KCN Bình Xuyên – Bình Xuyên – Vĩnh Phúc
SĐT: 0966.569.335 (Nhắn tin qua Zalo, Không gọi điện)
———————-***——————— SÀN VIỆC LÀM VINHPHUC.WORK VinhPhuc.Work là Sàn thông tin việc làm duy nhất tại Tỉnh Vĩnh Phúc được Bộ Công thương cấp phép hoạt động chính thức LƯU Ý: Sàn không môi giới tuyển dụng, hỗ trợ hoàn toàn miễn phí, không thu bất kỳ khoản phí nào của ứng viên. Phòng nhân sự các đơn vị lưu ý phản hồi hồ sơ ứng viên.
✅Các nhóm Job theo khu vực sàn thông báo nhanh: – Chung toàn Tỉnh: https://zalo.me/g/wazevd618 – Vĩnh Yên: https://zalo.me/g/ndrfpj715 – Bình Xuyên: https://zalo.me/g/iboefu476 – Phúc Yên: https://zalo.me/g/uxsbbp341 ✅Các nhóm Job theo ngành nghề liên quan sàn thông báo nhanh: – Hành chính, Kế toán: https://zalo.me/g/sgnojw605 – Kỹ thuật: https://zalo.me/g/nusgqf429"
08 Vị trí các Khối Tháng 11/2024 – Khách sạn MODENA BY...,https://vinhphuc.work/08-vi-tri-cac-khoi-thang-11-2024-khach-san-modena-by-fraser-vinh-yen-tuyen-dung.html,Công ty Cổ phần Hatechcom,Thoả thuận,30/11/2024,Vĩnh Yên,"Modena by Fraser Vĩnh Yên
Địa chỉ: Số 99 Lý Bôn, Đống Đa, Vĩnh Yên, Vĩnh Phúc Điện thoại: 0947330353
Lưu ý: Đơn vị không thu bất kỳ khoản chi phí nào liên quan đến Tuyển dụng Ứng viên nộp hồ sơ cuối tin nút: ” NỘP HỒ SƠ” Trân trọng !
———————-***——————— SÀN VIỆC LÀM VINHPHUC.WORK VinhPhuc.Work là Sàn thông tin việc làm duy nhất tại Tỉnh Vĩnh Phúc được Bộ Công thương cấp phép hoạt động chính thức LƯU Ý: Sàn không môi giới tuyển dụng, hỗ trợ hoàn toàn miễn phí, không thu bất kỳ khoản phí nào của ứng viên. Phòng nhân sự các đơn vị lưu ý phản hồi hồ sơ ứng viên.
✅Các nhóm Job theo khu vực sàn thông báo nhanh: – Chung toàn Tỉnh: https://zalo.me/g/wazevd618 – Vĩnh Yên: https://zalo.me/g/ndrfpj715 – Bình Xuyên: https://zalo.me/g/iboefu476 – Phúc Yên: https://zalo.me/g/uxsbbp341 ✅Các nhóm Job theo ngành nghề liên quan sàn thông báo nhanh: – Hành chính, Kế toán: https://zalo.me/g/sgnojw605 – Kỹ thuật: https://zalo.me/g/nusgqf429"
Kỹ sư Cơ khí – Công ty Cổ phần Nội thất Châu...,https://vinhphuc.work/ky-su-co-khi-cong-ty-co-phan-noi-that-chau-a-thong-bao-tuyen-dung.html,Công ty Cổ phần Nội thất Châu Á,Thoả thuận,15/12/2024,Gần Vĩnh Phúc,"Công ty Cổ phần Nội thất Châu Á
Điện thoại: 0984.351.683 / 0903.404.009
Địa chỉ: Lô 43B , KCN Quang Minh , Thị trấn Chi Đông, Huyện Mê Linh, Hà Nội"
"Kỹ sư Cơ khí, Kỹ thuật viên điện, Nhân viên Admin QC,...",https://vinhphuc.work/ky-su-co-khi-ky-thuat-vien-dien-nhan-vien-admin-qc-ky-thuat-vien-may-cnc-nha-may-san-xuat-tu-dien-ait-tuyen-dung.html,Nhà máy sản xuất Tủ điện AIT,Thoả thuận,30/11/2024,Bình Xuyên,
"06 Vị trí ở Các khối Lễ tân, Kỹ thuật, Dịch vụ...",https://vinhphuc.work/06-vi-tri-o-cac-khoi-le-tan-ky-thuat-dich-vu-am-thuc-bep-crowne-plaza-vinh-yen-city-centre-tuyen-dung.html,Crowne Plaza Vĩnh Yên City Centre,Thoả thuận,05/11/2024,Vĩnh Yên,"Crowne Plaza Vĩnh Yên
Địa điểm làm việc: Tòa nhà Crowne Plaza Vĩnh Yên – SN 396 Đường Mê Linh – Khai Quang – Vĩnh Yên – Vĩnh Phúc
Điện thoại: 02113778899 – Ext: 7703 (Phòng Nhân sự)

———————-***——————— SÀN VIỆC LÀM VINHPHUC.WORK VinhPhuc.Work là Sàn thông tin việc làm duy nhất tại Tỉnh Vĩnh Phúc được Bộ Công thương cấp phép hoạt động chính thức LƯU Ý: Sàn không môi giới tuyển dụng, hỗ trợ hoàn toàn miễn phí, không thu bất kỳ khoản phí nào của ứng viên. Phòng nhân sự các đơn vị lưu ý phản hồi hồ sơ ứng viên.
✅Các nhóm Job theo khu vực sàn thông báo nhanh: – Chung toàn Tỉnh: https://zalo.me/g/wazevd618 – Vĩnh Yên: https://zalo.me/g/ndrfpj715 – Bình Xuyên: https://zalo.me/g/iboefu476 – Phúc Yên: https://zalo.me/g/uxsbbp341 ✅Các nhóm Job theo ngành nghề liên quan sàn thông báo nhanh: – Hành chính, Kế toán: https://zalo.me/g/sgnojw605 – Kỹ thuật: https://zalo.me/g/nusgqf429 ​"
Phiên dịch tiếng Hàn – Công ty TNHH Sekonix Vina Tuyển dụng,https://vinhphuc.work/phien-dich-tieng-han-cong-ty-tnhh-sekonix-vina-tuyen-dung.html,Công ty Sekonix Vina,Thoả thuận,20/11/2024,KCN Bá Thiện II,
Nhân Viên Marketing Ads/ Tiktok Ads – Công ty TNHH Công Nghệ...,https://vinhphuc.work/nhan-vien-marketing-ads-tiktok-ads-cong-ty-tnhh-cong-nghe-truyen-thong-minh-duc-tuyen-dung.html,Công ty TNHH Công nghệ Truyền thông Minh Đức,Thoả thuận,31/10/2024,Vĩnh Yên,
Công ty TNHH TKR Manufacturing Việt Nam Tuyển dụng Nhân viên Kế...,https://vinhphuc.work/cong-ty-tnhh-tkr-manufacturing-viet-nam-tuyen-dung-nhan-vien-ke-hoach-san-xuat.html,Công ty TNHH TKR MANUFACTURING Việt Nam,Thoả thuận,30/11/2024,KCN Bá Thiện II,"Công ty TNHH TKR Manufacturing Việt Nam Địa chỉ: Lô C4, KCN Bá Thiện 2, Thiện Kế, Bình Xuyên, Vĩnh Phúc Điện thoại liên hệ: 02113510861
———————-***——————— SÀN VIỆC LÀM VINHPHUC.WORK VinhPhuc.Work là Sàn thông tin việc làm duy nhất tại Tỉnh Vĩnh Phúc được Bộ Công thương cấp phép hoạt động chính thức LƯU Ý: Sàn không môi giới tuyển dụng, hỗ trợ hoàn toàn miễn phí, không thu bất kỳ khoản phí nào của ứng viên. Phòng nhân sự các đơn vị lưu ý phản hồi hồ sơ ứng viên.
✅Các nhóm Job theo khu vực sàn thông báo nhanh: – Chung toàn Tỉnh: https://zalo.me/g/wazevd618 – Vĩnh Yên: https://zalo.me/g/ndrfpj715 – Bình Xuyên: https://zalo.me/g/iboefu476 – Phúc Yên: https://zalo.me/g/uxsbbp341 ✅Các nhóm Job theo ngành nghề liên quan sàn thông báo nhanh: – Hành chính, Kế toán: https://zalo.me/g/sgnojw605 – Kỹ thuật: https://zalo.me/g/nusgqf429"
Công ty TNHH Chăn nuôi Việt Nhật Thông báo Tuyển dụng Chuyên...,https://vinhphuc.work/cong-ty-tnhh-chan-nuoi-viet-nhat-thong-bao-tuyen-dung-chuyen-vien-it.html,Công ty TNHH Chăn Nuôi Việt Nhật,Thoả thuận,30/11/2024,Bình Xuyên,
Nhà máy Thép Việt Đức Thông báo Tuyển dụng Nhân viên Digital...,https://vinhphuc.work/nha-may-thep-viet-duc-thong-bao-tuyen-dung-nhan-vien-digital-marketing-nhan-vien-ky-thuat-toa-nha-van-phong.html,Công ty Cổ phần Ống thép Việt - Đức VG Pipe,Thoả thuận,30/11/2024,KCN Bình Xuyên,"Công ty CP Ống thép Việt Đức VG PIPE
Địa chỉ: Khu CN Bình Xuyên, huyện Bình Xuyên, tỉnh Vĩnh Phúc.
Điện thoại :0989.0311.94
Lưu ý: Công ty không thu bất kỳ chi phí gì liên quan đến tuyển dụng.
Nộp hồ sơ dưới nút: “NỘP HỒ SƠ”"
