title,url,company,salary,deadline,location,lien_he
CÔNG TY TNHH TIMES STEEL Tuyển dụng Nhân viên Kế toán,https://vinhphuc.work/cong-ty-tnhh-times-steel-tuyen-dung-nhan-vien-ke-toan.html,Công ty TNHH Times Steel,Thỏa thuận,30/05/2023,88 Lê Hồng Phong - Đồng Tâm - Vĩnh Yên,"CÔNG TY TNHH TIMES STEEL
Địa chỉ: 88 Lê Hồng Phong- Đồng Tâm- Vĩnh Yên – Vĩnh Phúc
Liên hệ: 0343788600"
Công ty TNHH Công nghiệp Minda Việt Nam Thông báo Tuyển dụng...,https://vinhphuc.work/cong-ty-tnhh-cong-nghiep-minda-viet-nam-thong-bao-tuyen-dung-den-06-vi-tri-tot.html,Công ty TNHH công nghiệp Minda Việt Nam,Thỏa thuận,Đến khi tuyển đủ,"Khu công nghiệp Bình Xuyên, Thị trấn Đạo Đức, Huyện Bình Xuyên, Tỉnh Vĩnh...","Công ty TNHH Công nghiệp Minda Việt Nam
Địa chỉ: Khu công nghiệp Bình Xuyên, Thị trấn Đạo Đức, Huyện Bình Xuyên, Tỉnh Vĩnh Phúc, Việt Nam Điện thoại: 0211-3593501
Lưu ý: Công ty không thu bất kỳ khoản chi phí nào liên quan đến tuyển dụng"
Công ty TNHH Công Nghệ Truyền Thông Minh Đức Thông báo Tuyển...,https://vinhphuc.work/cong-ty-tnhh-cong-nghe-truyen-thong-minh-duc-thong-bao-tuyen-dung-01-nhan-vien-thiet-ke-kiem-marketing.html,Công ty TNHH Công nghệ Truyền thông Minh Đức,6-10 triệu,Đến khi tuyển đủ,"SN 48 Nguyễn Văn Linh, Liên Bảo, Vĩnh Yên, Vĩnh Phúc",
Công ty TNHH BIBUM Việt Nam Thông báo Tuyển dụng Nhân viên...,https://vinhphuc.work/cong-ty-tnhh-bibum-viet-nam-thong-bao-tuyen-dung-nhan-vien-kinh-doanh-luong-cung-6-10-trieu.html,Công ty TNHH BIBUM Việt Nam,Thỏa thuận,Đến khi tuyển đủ,"Đường Tống Duy Tân, KĐT. Đồng Sơn, P. Phúc Thắng, TP. Phúc Yên, T....","Công ty TNHH BIBUM Việt Nam
VPGD: Đường Tống Duy Tân, KĐT. Đồng Sơn, P. Phúc Thắng, TP. Phúc Yên, T. Vĩnh Phúc
Liên hệ: 0978 896 000"
Công ty TNHH Vina NewFlex Thông báo Tuyển dụng Phiên dịch tiếng...,https://vinhphuc.work/cong-ty-tnhh-vina-newflex-thong-bao-tuyen-dung-phien-dich-tieng-han.html,Công ty TNHH Vina NewFlex,Thỏa thuận hấp dẫn,Đến 30/05/2023,Công ty Vina Newflex - Khu CN Bá Thiện II,
Công ty TNHH Vina NewFlex Thông báo Tuyển dụng Nhân viên Hành...,https://vinhphuc.work/cong-ty-tnhh-vina-newflex-thong-bao-tuyen-dung-nhan-vien-hanh-chinh.html,Công ty TNHH Vina NewFlex,Thỏa thuận,Đến 15/08/2023,"KCN Bá Thiện II, Thiện Kế, Bình Xuyên, Vĩnh Phúc",
Công ty TNHH UJU Vina Thông báo Tuyển dụng Nhân viên Khuôn...,https://vinhphuc.work/cong-ty-tnhh-uju-vina-thong-bao-tuyen-dung-nhan-vien-khuon-bo-phan-duc.html,Công ty TNHH UJU Vina,Thỏa thuận,Đến 20/05/2023,"Số 55, Lô CN12 , KCN Khai Quang, Vĩnh Yên , Vĩnh Phúc","Công ty TNHH UJU Vina
Địa chỉ: Số 55, Lô CN12 , KCN Khai Quang, Vĩnh Yên , Vĩnh Phúc
Điện thoại: 0211.3843.700"
Sắp đi vào hoạt động – Tổ chức Giáo dục và Đào...,https://vinhphuc.work/sap-di-vao-hoat-dong-to-chuc-giao-duc-va-dao-tao-apollo-tai-vinh-phuc-thong-bao-tuyen-dung-03-vi-tri-moi.html,,Tùy vị trí,Đến 15/06/2023,"35 Phan Chu Trinh, Khai Quang, Vĩnh Yên, Vĩnh Phúc","Tổ chức Giáo dục và Đào tạo Apollo tại Vĩnh Phúc
Địa chỉ: 35 Phan Chu Trinh, Khai Quang, Vĩnh Yên, Vĩnh Phúc SĐT: 02473002999"
Công ty TNHH một thành viên PT Vina Tuyển dụng Nhân viên...,https://vinhphuc.work/cong-ty-tnhh-mot-thanh-vien-pt-vina-tuyen-dung-nhan-vien-dien-cong-nghiep-tu-dong-hoa.html,Công ty TNHH một thành viên PT Vina,Từ 7-10 triệu,Đến 20/05/2023,"Tam Lộng, Hương Sơn, Bình Xuyên, Vĩnh Phúc","Công ty TNHH một thành viên PT Vina
Điện thoại: 0345.968.088 / 0971.917.802
Địa chỉ: Tam Lộng, Hương Sơn, Bình Xuyên, Vĩnh Phúc"
Xí nghiệp XZ72 Thông báo Tuyển dụng mới Cán bộ Kỹ thuật,https://vinhphuc.work/xi-nghiep-xz72-thong-bao-tuyen-dung-moi-can-bo-ky-thuat.html,Xí nghiệp XZ72,Thỏa thuận,Đến khi tuyển đủ,"Xã An Hòa, Huyện Tam Dương, Tỉnh Vĩnh Phúc","Xí nghiệp XZ72
Địa chỉ: Xã An Hòa, Huyện Tam Dương, Tỉnh Vĩnh Phúc
Điện thoại: 0982089378."
Công ty cổ phần ngói cao cấp AMADO Tuyển dụng Kế toán...,https://vinhphuc.work/cong-ty-co-phan-ngoi-cao-cap-amado-tuyen-dung-ke-toan-tong-hop-ky-su-dien.html,Công ty cổ phần Ngói cao cấp AMADO,Tùy vị trí,Đến 30/05/2023,"KCN Tam Dương 2, Kim Long, Tam Dương, Vĩnh Phúc","Công ty cổ phần ngói cao cấp AMADO
– Điện thoại: 02113.686.388 hoặc 0354549996
Địa chỉ: KCN Tam Dương 2, Kim Long, Tam Dương, Vĩnh Phúc
( Ứng viên vui lòng ghi tiêu đề theo mẫu: Họ tên – Ứng tuyển vị trí nhân viên cơ điện).
Công ty sẽ PV những CV đạt yêu cầu.
(Lưu ý: Công ty không thu bất ký khoản lệ phí tuyển dụng nào)"
Công ty cổ phần kỹ nghệ Bê tông Việt Nhật Tuyển dụng...,https://vinhphuc.work/cong-ty-co-phan-ky-nghe-be-tong-viet-nhat-tuyen-dung-ke-toan-noi-bo.html,Công ty Cổ phần Kỹ nghệ Bê tông Việt Nhật,Thỏa thuận,Đến 30/06/2023,"Thôn Quế, xã Hướng Đạo, huyện Tam Dương, tỉnh Vĩnh Phúc",
Công ty TNHH Công Nghệ Truyền Thông Minh Đức Thông báo Tuyển...,https://vinhphuc.work/cong-ty-tnhh-cong-nghe-truyen-thong-minh-duc-thong-bao-tuyen-dung-nhan-vien-thiet-ke-kiem-marketing.html,Công ty TNHH Công nghệ Truyền thông Minh Đức,Thỏa thuận,Đến khi tuyển đủ,"SN 48 Nguyễn Văn Linh, Liên Bảo, Vĩnh Yên, Vĩnh Phúc",
Công ty TNHH Số 1 Thông báo Tuyển dụng Kế toán nội...,https://vinhphuc.work/cong-ty-tnhh-so-1-tuyen-tho-gam-oto-2.html,,Thỏa thuận,Đến 15/05/2023,Phúc Yên- Vĩnh Phúc,"Công ty TNHH Số 1
Địa chỉ: Đường Lý Nam Đế – Phường Hùng Vương- TP Phúc Yên – Tỉnh Vĩnh Phúc
Điện thoại: 0868516646"
Thẩm mỹ Bác sỹ Tuấn Dương Thông báo Tuyển dụng Nhân viên...,https://vinhphuc.work/tham-my-bac-sy-tuan-duong-thong-bao-tuyen-dung-nhan-vien-cskh.html,Trung tâm thẩm mỹ Bác sỹ Tuấn Dương,10-15 TRiệu,Đến 15/06/2023,SN 78 Chu Văn An – Liên Bảo – Vĩnh Yên – Vĩnh Phúc,"Trung tâm thẩm mỹ Bác sỹ Tuấn Dương
Địa chỉ: SN 78 Chu Văn An – Liên Bảo – Vĩnh Yên – Vĩnh Phúc Hotline: 0986.886.656 / 0868.688.808"
Công ty TNHH Key Technology Hà Nội Thông báo tuyển dụng Nhân...,https://vinhphuc.work/cong-ty-tnhh-key-technology-ha-noi-thong-bao-tuyen-dung-nhan-vien-hcns-phu-trach-ehs.html,Công ty TNHH KEY TECHNOLOGY Hà Nội,Thoả thuận,Đến 20/05/2023,"Lô số D-3, Khu công nghiệp Thăng Long Vĩnh Phúc, Xã Thiện Kế, Huyện...","Công ty TNHH Key Technology Hà Nội
Địa chỉ: Lô số D-3, Khu công nghiệp Thăng Long Vĩnh Phúc, Xã Thiện Kế, Huyện Bình Xuyên, Tỉnh Vĩnh Phúc, Việt Nam
Điện thoại: 094.204.9977"
