title,url,company,salary,deadline,location,lien_he
Công ty TNHH Terrasem Vina tuyển dụng Nhân viên QC,https://vinhphuc.work/cong-ty-tnhh-terrasem-vina-tuyen-dung-nhan-vien-qc.html,Công ty TNHH Terrasem Vina,Tùy vị trí,tỪ 28/03/2022,"KCN Bình Xuyên 2, Bá Thiện,  Bình Xuyên, Vĩnh Phúc","Công ty TNHH Terrasem Vina
Địa chỉ: KCN Bình Xuyên 2, Bá Thiện,  Bình Xuyên, Vĩnh Phúc
Điện thoại: 02113.2481.230/ 0979.456.576 / 037.589.6805"
Công ty NITORI Việt Nam Tuyển dụng Nhân viên giám sát Canteen,https://vinhphuc.work/cong-ty-nitori-viet-nam-tuyen-dung-nhan-vien-giam-sat-canteen.html,DOANH NGHIỆP CHẾ XUẤT NITORI VIỆT NAM,Từ 8 triệu,Từ 26/03/2022,"Lô 35 khu công nghiệp Quang Minh I, Huyện Mê Linh, Hà Nội",
"Công ty Cổ phần Đầu tư VCI tuyển Phó phòng Tài chính,...",https://vinhphuc.work/cong-ty-co-phan-dau-tu-vci-tuyen-pho-phong-tai-chinh-chuyen-vien-ho-tro-dai-ly.html,Công ty Cổ phần Đầu tư VCI,Thỏa thuận,Từ 26/03/2022,"83 Ngô Quyền- Thành phố Vĩnh Yên, T. Vĩnh Phúc.",
Công Ty Sindoh Vina tuyển dụng Nhân viên Kỹ thuật sản xuất,https://vinhphuc.work/cong-ty-sindoh-vina-tuyen-dung-nhan-vien-ky-thuat-san-xuat.html,Công Ty Sindoh Vina,Thỏa thuận,Từ 26/03/2022,"Lô CN 15, KCN Khai Quang, Vĩnh Yên, Vĩnh Phúc",
Công ty TNHH Top Intercube Electronics Vina Tuyển Phiên dịch Tiếng Hàn...,https://vinhphuc.work/cong-ty-tnhh-top-intercube-electronics-vina-tuyen-phien-dich-tieng-han-van-phong.html,CÔNG TY TNHH TOP INTERCUBE ELECTRONICS,Thỏa thuận,Từ 26/03/2/2022,"LÔ C1, KCN BÁ THIỆN II, XÃ THIỆN KẾ, BÌNH XUYÊN, VĨNH PHÚC",
Nhà Hàng Tam Giao Tuyển dụng Nhiều vị trí gắn bó lâu...,https://vinhphuc.work/nha-hang-tam-giao-tuyen-dung-nhieu-vi-tri-gan-bo-lau-dai.html,Nhà hàng Tam Giao,Thỏa thuận,Từ 25/03/2022,"Số nhà 369 và 369D Nguyễn Tất Thành, phường Liên Bảo, Tp Vĩnh Yên,...",
Công ty TNHH Samjin LND Vina Tuyển Kế toán Trưởng,https://vinhphuc.work/cong-ty-tnhh-samjin-lnd-vina-tuyen-ke-toan-truong.html,Công ty Samjin LND,Thỏa thuận,Từ 25/03/2022,"Thiện Kế, Bình Xuyên, Vĩnh Phúc",
Công ty TNHH VTEC tuyển Quản lý Sản xuất,https://vinhphuc.work/cong-ty-tnhh-vtec-tuyen-quan-ly-san-xuat.html,,Thỏa thuận,Từ 25/03/2022,"Cụm Kinh tế - Xã hội Hợp Thịnh, Khu Cầu Củi, xã Hợp Thịnh,...",– Các ứng viên quan tâm vui lòng nộp hồ sơ tại cổng bảo vệ công ty TNHH VTEC – Hoặc liên hệ số điện thoại: 02113 512 889 (giờ hành chính)
Công ty TNHH Quốc tế Cerie (Việt Nam) Tuyển Nhiều vị trí...,https://vinhphuc.work/cong-ty-tnhh-quoc-te-cerie-viet-nam-tuyen-nhieu-vi-tri-moi-2.html,Công ty TNHH Quốc Tế Cerie (Việt Nam),Thỏa thuận,Từ 14/04/2022,"Lô N, KCN Bình Xuyên 1, Hương Canh, Bình Xuyên, Vĩnh Phúc","Công ty TNHH Quốc tế Cerie (Việt Nam)
Địa chỉ: Lô N, KCN Bình Xuyên 1, Hương Canh, Bình Xuyên, Vĩnh Phúc
Điện thoại: 0334429429"
Công ty TNHH Jueshuo Electronics Việt Nam Tuyển Trợ lý phiên dich...,https://vinhphuc.work/cong-ty-tnhh-jueshuo-electronics-viet-nam-tuyen-tro-ly-phien-dich-tong-giam-doc.html,Công ty TNHH Jueshuo Electronics Việt Nam,Thỏa thuận,Từ 24/03/2022,"Lô D8-3, KCN Bá Thiện, Thiện Kế, Bình Xuyên, Vĩnh Phúc","Công ty TNHH Jueshuo Electronics Việt Nam
Địa chỉ: Lô D8-3, KCN Bá Thiện, Thiện Kế, Bình Xuyên, Vĩnh Phúc
Điện thoại: 0978.388.708 / 0888.678.855
Email: tuyendungjueshuo@gmail.com"
