title,url,company,salary,deadline,location,lien_he
Công ty Cổ phần Đầu tư VCI tuyển dụng Phó phòng Thủ...,https://vinhphuc.work/cong-ty-co-phan-dau-tu-vci-tuyen-dung-pho-phong-thu-tuc-cham-soc-khach-hang.html,Công ty Cổ phần Đầu tư VCI,thỏa thuận,Đến hết 20/10/2022,Vĩnh Yên - Vĩnh Phúc,"Công ty Cổ phần Đầu tư VCI
Địa chỉ: Tầng 9 Tòa nhà VCI Complex, số 83 Ngô Quyền, TP. Vĩnh Yên, T.Vĩnh Phúc.
Hotline: 0211 3613 838"
Công ty TNHH TM&DV Đắc Hồng Thủy Thông báo Tuyển Kế toán...,https://vinhphuc.work/cong-ty-tnhh-tmdv-dac-hong-thuy-thong-bao-tuyen-ke-toan-tong-hop.html,Công ty TNHH TM&DV Đắc Hồng Thủy,Thỏa thuận từ 08-12 triệu,Đến 15/10/2022,S1: KS Mạnh Quân Luxury - Đường Ng. Tất Thành - P. Tích Sơn...,"Công ty TNHH TM&DV Đắc Hồng Thủy
Điện thoại : 0904.33.8585 ( Mr. Đình)
Địa chỉ:
CS1: KS Mạnh Quân Luxury – Đường Ng. Tất Thành – P. Tích Sơn – TP. Vĩnh Yên
CS2: Tầng 5 TTTM Trang Đạt – Đồng Sơn – P. Phúc Thắng – TP. Phúc Yên"
Công ty TNHH Samjin LND Vina Thông báo Tuyển Tổ trưởng IQC...,https://vinhphuc.work/cong-ty-tnhh-samjin-lnd-vina-thong-bao-tuyen-to-truong-iqc-chat-luong.html,Công ty Samjin LND,Thỏa thuận,Đến 15/10/2022,"Lô A12-1 - KCN Bá thiện 2 - Thiện Kế, Bình Xuyên, Vĩnh Phúc","Công ty TNHH Samjin LND Vina
Địa chỉ: Lô A12-1 – KCN Bá thiện 2 – Thiện Kế, Bình Xuyên, Vĩnh Phúc
Phòng Nhân sự: 0211 3880 101 (máy lẻ:135) Ms.Thắm"
Công ty Cổ phần Hưng Thịnh Land Tuyển dụng Nhân viên Bán...,https://vinhphuc.work/cong-ty-co-phan-hung-thinh-land-tuyen-dung-nhan-vien-ban-hang-du-an.html,Công ty Cổ phần Hưng Thịnh Land,Thỏa thuận,Đến 30/10/2022,"SN 44S5, KĐT Chùa Hà Tiên, Xã Định Trung, Thành phố Vĩnh Yên, Tỉnh...",
"Công ty cổ phần TTP Group tuyển dụng Trưởng phòng Kinh doanh,...",https://vinhphuc.work/cong-ty-co-phan-ttp-group-tuyen-dung-truong-phong-kinh-doanh-nhan-vien-ky-thuat-nhan-vien-kinh-doanh.html,Công ty cổ phần TTP Group,15 - 25 tr (tùy vị trí),Nhận hồ sơ đến ngày 02/ 11/2022,"321 Mê Linh, Liên Bảo, Vĩnh Yên, Vĩnh Phúc",
Công ty TNHH Japfa Comfeed Việt Nam Tuyển dụng Nhân viên Đào...,https://vinhphuc.work/cong-ty-tnhh-japfa-comfeed-viet-nam-tuyen-dung-nhan-vien-dao-tao.html,Công Ty TNHH Japfa Comfeed Việt Nam,Thỏa thuận,Đến 15/10/2022,Thị trấn Hương Canh - Huyện Bình Xuyên - Tỉnh Vĩnh Phúc,Công ty TNHH Japfa Comfeed Việt Nam Địa chỉ: Thị trấn Hương Canh – Huyện Bình Xuyên – Tỉnh Vĩnh Phúc Điện thoại: 02113866170 / 0972 783 115
Công ty Cổ phần Thiết bị và Dịch vụ TCE Tuyển dụng...,https://vinhphuc.work/cong-ty-co-phan-thiet-bi-va-dich-vu-tce-tuyen-dung-nhieu-vi-tri-ky-su-tho-may-tho-sua-chua-tho-han-tho-son.html,Trung tâm 5S TCE/SANY,10tr - 20tr,Đến 30/10/2022,"Trung tâm 5S TCE/SANY, Khu Công Nghiệp Khai Quang, Vĩnh Yên, Vĩnh Phúc","Công ty Cổ phần Thiết bị và Dịch vụ TCE
Địa chỉ : Khu Công Nghiệp Khai Quang, Vĩnh Yên, Vĩnh Phúc
Điện thoại: 0978.007.615"
Công ty cổ phần Tùng Chi Sài Gòn Thông báo Tuyển dụng...,https://vinhphuc.work/cong-ty-co-phan-tung-chi-sai-gon-thong-bao-tuyen-dung-ke-toan-thue-ke-toan-tong-hop.html,,8.000.000 - 12.000.000,Đến 15/11/2022,"Lô CN 6, Khu công nghiệp Đường, Nguyễn Tất Thành, Phường Phúc Thắng, Phúc...","Công ty cổ phần Tùng Chi Sài Gòn
Địa chỉ: Tòa nhà điều hành TTC – Lô CN 6, Khu công nghiệp Đường, Nguyễn Tất Thành, Phường Phúc Thắng, Phúc Yên, Vĩnh Phúc
Điện thoại: 0913033991"
Bigsealand Bất động sản Nghỉ dưỡng Thông báo Tuyển dụng Nhân viên...,https://vinhphuc.work/bigsealand-bat-dong-san-nghi-duong-thong-bao-tuyen-dung-nhan-vien-ban-hang.html,BigseaGroup,Thỏa thuận,Đến 30/10/2022,NP7 - 08 Lý Nam Đế - Khai Quang - Vĩnh Yên - Vĩnh...,"Bất động sản nghỉ dưỡng Bigsealand
Điện thoại: 0978.353.788
Địa chỉ các văn phòng: Văn phòng 1 : Eco park – TP Hải Dương Văn phòng 2 : 296 Minh Khai – Hn Văn phòng 3 : Khu 4 thị trấn Coto Văn phòng 4 : Suối Khoang – Mỹ Khang – TP Tuyên Quang. Văn phòng 5 : NP7 – 08 Lý Nam Đế – Khai Quang – Vĩnh Yên – Vĩnh phúc Văn phòng 6 : Khu Bó Bun – Thị Trấn Nông Trường Mộc Châu . Văn phòng 7: Homestay SÀNH – Bản Tả Van Giáy – SAPA."
Công ty CPSX Gỗ công nghiệp Việt Nam Tuyển Nhân viên Xuất...,https://vinhphuc.work/cong-ty-cpsx-go-cong-nghiep-viet-nam-tuyen-nhan-vien-xuat-nhap-khau.html,Công ty CPSX Gỗ công nghiệp Việt Nam,Lương: 7-10tr,Đến 15/10/2022,"Hợp Thành, Hợp Châu, Tam Đảo, Vĩnh Phúc",
Công ty TNHH Tipack Việt Nam Thông báo Tuyển Nhân viên Cơ...,https://vinhphuc.work/cong-ty-tnhh-tipack-viet-nam-thong-bao-tuyen-nhan-vien-co-dien-nhan-vien-cnc.html,Công ty TNHH Tipack Việt Nam,Thỏa thuận,Từ 13/12/2021,"Lô C2, KCN BÌnh Xuyên, Hương canh, Bình Xuyên, VP( cạnh cty KMV).","Công ty TNHH Tipack Việt Nam
Địa chỉ: Lô C2, KCN BÌnh Xuyên, Hương canh, Bình Xuyên, VP( cạnh cty KMV).
Điện thoại: 0975 270 706."
Công Ty Cổ Phần Truyền Thông H.A.T Entertainment Tuyển Lễ tân kiêm...,https://vinhphuc.work/cong-ty-co-phan-truyen-thong-h-a-t-entertainment-tuyen-ki-thuat-phong-thu-2.html,Công Ty Cổ Phần Truyền Thông H.A.T Entertainment,Thoả thuận,All time,Tích Sơn - Vĩnh Yên - Vĩnh Phúc,"Công Ty Cổ Phần Truyền Thông H.A.T Entertainment
Điện thoại: 0978 343 777- 037 998 4086
Địa chỉ: Tích Sơn – Vĩnh Yên – Vĩnh Phúc"
Công ty VIDACO Thông báo đợt Tuyển dụng lớn 20 Lao động...,https://vinhphuc.work/cong-ty-vidaco-thong-bao-dot-tuyen-dung-lon-20-lao-dong-pho-thong-chinh-thuc-va-10-thoi-vu.html,Công ty TNHH VIDACO,Từ trên 8 triệu,Đến 30/10/2022,Vĩnh phúc,"Công ty TNHH VIDACO
Địa chỉ: Công ty Vidaco / Quốc lộ 2, Cụm KT XH Đại Đồng – Vĩnh Tường – Vĩnh Phúc (Km44+600 QL 2)
Điện thoại: 0912.960.633 / 0397.926.946"
Công ty Cổ phần Gia Bình – GB Tuyển dụng Nhân viên...,https://vinhphuc.work/cong-ty-co-phan-gia-binh-gb-tuyen-dung-nhan-vien-kinh-doanh.html,Công ty Cổ phần Gia Bình - GB,Từ trên 10 triệu,Đến 30/10/2022,"Số 363, đường Mê Linh, P.Liên Bảo, TP. Vĩnh Yên, Vĩnh Phúc","Công ty Cổ phần Gia Bình – GB
Địa chỉ: Số 363, đường Mê Linh, P.Liên Bảo, TP. Vĩnh Yên, Vĩnh Phúc
Điện thoại:0962.457.695"
Thẩm mỹ Bác sỹ Tuấn Dương Thông báo Tuyển dụng 02 Nhân...,https://vinhphuc.work/tham-my-bac-sy-tuan-duong-thong-bao-tuyen-dung-02-nhan-vien-cskh-01-nhan-vien-le-tan.html,Trung tâm thẩm mỹ Bác sỹ Tuấn Dương,10-15 TRiệu,Đến 30/10/2022,SN 78 Chu Văn An – Liên Bảo – Vĩnh Yên – Vĩnh Phúc,"Trung tâm thẩm mỹ Bác sỹ Tuấn Dương
Địa chỉ: SN 78 Chu Văn An – Liên Bảo – Vĩnh Yên – Vĩnh Phúc Hotline: 0986.886.656 / 0868.688.808"
Công ty TNHH Actro Vina Tuyển dụng Nhân viên Data Văn phòng,https://vinhphuc.work/cong-ty-tnhh-actro-vina-tuyen-dung-nhan-vien-data-van-phong.html,CÔNG TY TNHH ACTRO VINA,Thỏa thuận,Nhận ngay,"Lô A5-3, KCN Bá Thiện 2, Thiện Kế, Bình Xuyên, Vĩnh Phúc","Công ty TNHH Actro Vina Liên hệ Nhân sự: 02113.832.670–  Nhánh 1037 Địa chỉ: Lô A5-3, KCN Bá Thiện II, Thiện Kế, Bình Xuyên, Vĩnh Phúc"
Trung tâm 5S TCE/SANY Tuyển dụng các vị trí Kỹ sư/ Thợ...,https://vinhphuc.work/trung-tam-5s-tce-sany-tuyen-dung-cac-vi-tri-ky-su-tho-sua-chua-tho-han-tho-son.html,Trung tâm 5S TCE/SANY,10tr - 20tr,Đến 30/10/2022,"Trung tâm 5S TCE/SANY, Khu Công Nghiệp Khai Quang, Vĩnh Yên, Vĩnh Phúc","Công ty Cổ phần Thiết bị và Dịch vụ TCE
Địa chỉ : Khu Công Nghiệp Khai Quang, Vĩnh Yên, Vĩnh Phúc
Điện thoại: 0978.007.615"
FLC Vĩnh Phúc tuyển dụng Nhân viên Kế toán Thanh toán,https://vinhphuc.work/flc-vinh-phuc-tuyen-dung-nhan-vien-ke-toan-thanh-toan.html,Công ty CP Tập đoàn FLC,Thỏa thuận,Đến 15/10/2022,"FLC Vĩnh Phúc, Vĩnh Thịnh, Vĩnh Tường, Vĩnh Phúc","FLC Luxury Resort Vĩnh Phúc
Địa chỉ: Vĩnh Thịnh, Vĩnh Tường, Vĩnh Phúc
Điện thoại: 0373569027"
Công ty TNHH PCI Việt Nam tuyển dụng Phiên dịch tiếng Trung,https://vinhphuc.work/cong-ty-tnhh-pci-viet-nam-tuyen-dung-phien-dich-tieng-trung.html,Công ty TNHH PCI Việt Nam,Thỏa thuận,Đến 30/10/2022,"Khu công nghiệp Bá Thiện 2, Bình Xuyê, Vĩnh Phúc (Khuân viên công ty...","Công ty TNHH PCI Việt Nam
Địa chỉ: KCN Bá Thiện 2, Bình Xuyên, Vĩnh Phúc
Điện thoại:0394847811"
Công ty Cổ phần Toyo Taki Việt Nam Thông báo Tuyển dụng...,https://vinhphuc.work/cong-ty-co-phan-toyo-taki-viet-nam-thong-bao-tuyen-dung-01-nhan-vien-lai-xe.html,Công ty CP Toyo Taki Việt Nam,Thỏa thuận,Đến 30/09/2022,Khu công nghiệp Khai Quang,
Sân Golf Thanh Lanh Thông báo Tuyển dụng Nhân viên phục vụ...,https://vinhphuc.work/san-golf-thanh-lanh-thong-bao-tuyen-dung-nhan-vien-phuc-vu-nha-hang-bar.html,Sân Golf Thanh Lanh,Thỏa thuận,Đến 30/10/2022,"Ban quản lý dự án Thôn Thanh Lanh, Xã Trung Mỹ, Huyện Bình Xuyên,...","Sân Golf Thanh Lanh
Địa chỉ: Ban quản lý dự án Thôn Thanh Lanh, Xã Trung Mỹ, Huyện Bình Xuyên, Tỉnh Vĩnh Phúc, Việt Nam.
Điện thoại: 0385694152
Lưu ý: Nộp hồ sơ ngay dưới Nút: “NỘP HỒ SƠ”
Công ty không thu bất kỳ khoản phí nào liên quan đến Tuyển dụng."
Công ty TNHH Dong Joo Vina Tuyển dụng Quản Đốc nhà máy...,https://vinhphuc.work/cong-ty-tnhh-dong-joo-vina-tuyen-dung-quan-doc-nha-may-thanh-thao-tieng-han.html,Công ty TNHH Dong Joo Vina,Thỏa thuận (Hấp dẫn),28/09/2022,Bá Hiến - Bình Xuyên - Vĩnh Phúc,
