title,url,company,salary,deadline,location,lien_he
Công ty TNHH SEI Optifrontier Việt Nam Thông báo Tuyển dụng Nhân...,https://vinhphuc.work/cong-ty-tnhh-sei-optifrontier-viet-nam-thong-bao-tuyen-dung-nhan-vien-hanh-chinh-nhan-su.html,Công ty TNHH SEI Optifrontier,Thoả thuận,30/04/2025,KCN Thăng Long Vĩnh Phúc,"Công ty TNHH SEI Optifrontier Việt Nam
Địa chỉ: Lô số B-3, Khu Công nghiệp Thăng Long Vĩnh Phúc – Xã Thiện Kế – Huyện Bình Xuyên – Vĩnh Phúc.
Điện thoại: 0211-3-555-777 – Máy lẻ: 208 / 0934564288- 0779317668

———————-***——————— SÀN VIỆC LÀM VINHPHUC.WORK VinhPhuc.Work là Sàn thông tin việc làm duy nhất tại Tỉnh Vĩnh Phúc được Bộ Công thương cấp phép hoạt động chính thức LƯU Ý: Sàn không môi giới tuyển dụng, hỗ trợ hoàn toàn miễn phí, không thu bất kỳ khoản phí nào của ứng viên. Phòng nhân sự các đơn vị lưu ý phản hồi hồ sơ ứng viên. ✅Các nhóm Job theo khu vực sàn thông báo nhanh: – Chung toàn Tỉnh: https://zalo.me/g/wazevd618 – Vĩnh Yên: https://zalo.me/g/ndrfpj715 – Bình Xuyên: https://zalo.me/g/iboefu476 – Phúc Yên: https://zalo.me/g/uxsbbp341 ✅Các nhóm Job theo ngành nghề liên quan sàn thông báo nhanh: – Hành chính, Kế toán: https://zalo.me/g/bgnrzq135 – Kỹ thuật: https://zalo.me/g/nusgqf429"
Công ty TNHH Hitachi Astemo Vĩnh Phúc Tuyển dụng Phiên dịch tiếng...,https://vinhphuc.work/cong-ty-tnhh-hitachi-astemo-vinh-phuc-tuyen-dung-phien-dich-tieng-anh.html,,12-15 triệu,31/05/2025,Bình Xuyên,"Công ty TNHH Hitachi Astemo Vĩnh Phúc
Địa chỉ: Quất Lưu – Bình Xuyên – Vĩnh Phúc
Phòng Nhân sự: 0968.712.688

———————-***——————— SÀN VIỆC LÀM VINHPHUC.WORK VinhPhuc.Work là Sàn thông tin việc làm duy nhất tại Tỉnh Vĩnh Phúc được Bộ Công thương cấp phép hoạt động chính thức LƯU Ý: Sàn không môi giới tuyển dụng, hỗ trợ hoàn toàn miễn phí, không thu bất kỳ khoản phí nào của ứng viên. Phòng nhân sự các đơn vị lưu ý phản hồi hồ sơ ứng viên. ✅Các nhóm Job theo khu vực sàn thông báo nhanh: – Chung toàn Tỉnh: https://zalo.me/g/wazevd618 – Vĩnh Yên: https://zalo.me/g/ndrfpj715 – Bình Xuyên: https://zalo.me/g/iboefu476 – Phúc Yên: https://zalo.me/g/uxsbbp341 ✅Các nhóm Job theo ngành nghề liên quan sàn thông báo nhanh: – Hành chính, Kế toán: https://zalo.me/g/xcvzhr021 – Kỹ thuật: https://zalo.me/g/nusgqf429"
Công ty TNHH Arcadyan Technology (Việt Nam) Tuyển dụng Các Vị trí...,https://vinhphuc.work/cong-ty-tnhh-arcadyan-technology-viet-nam-tuyen-dung-cac-vi-tri-van-phong-ky-thuat-thang-4-2025.html,Công ty TNHH Arcadyan Technology (Việt Nam),Thoả thuận,30/04/2025,Bình Xuyên,"Công ty TNHH Arcadyan Technology (Việt Nam)
Địa chỉ: KCN Thăng Long Vĩnh Phúc – Bình Xuyên – Vĩnh Phúc
Điện thoại: 02113.858.666 (Ext: 32161) & 0397580197 & 0911893228

———————-***——————— SÀN VIỆC LÀM VINHPHUC.WORK VinhPhuc.Work là Sàn thông tin việc làm duy nhất tại Tỉnh Vĩnh Phúc được Bộ Công thương cấp phép hoạt động chính thức LƯU Ý: Sàn không môi giới tuyển dụng, hỗ trợ hoàn toàn miễn phí, không thu bất kỳ khoản phí nào của ứng viên. Phòng nhân sự các đơn vị lưu ý phản hồi hồ sơ ứng viên.
✅Các nhóm Job theo khu vực sàn thông báo nhanh: – Chung toàn Tỉnh: https://zalo.me/g/wazevd618 – Vĩnh Yên: https://zalo.me/g/ndrfpj715 – Bình Xuyên: https://zalo.me/g/iboefu476 – Phúc Yên: https://zalo.me/g/uxsbbp341 ✅Các nhóm Job theo ngành nghề liên quan sàn thông báo nhanh: – Hành chính, Kế toán: https://zalo.me/g/sgnojw605 – Kỹ thuật: https://zalo.me/g/nusgqf429 ​"
Công ty CP Hợp tác Hưng Thịnh Tuyển dụng Các Vị trí...,https://vinhphuc.work/cong-ty-cp-hop-tac-hung-thinh-tuyen-dung-cac-vi-tri-hanh-chinh-ky-thuat-tho-may-lao-dong-pho-thong-thang-4-2025.html,Công ty cổ phần hợp tác Hưng Thịnh,Thoả thuận,30/04/2025,Bình Xuyên,"Công ty Cổ phần hợp tác Hưng Thịnh Địa chỉ Nhà máy: KCN Bình Xuyên 1, TT Hương Canh, Bình Xuyên, Vĩnh Phúc. Điện thoại: 0986.443.193
Lưu ý: Công ty không thu bất kỳ khoản chi phí nào liên quan đến Tuyển dụng.
Ứng viên vui lòng liên hệ trực tiếp hoặc nộp hồ sơ cuối tin nút: “NỘP HỒ SƠ”
———————-***——————— SÀN VIỆC LÀM VINHPHUC.WORK VinhPhuc.Work là Sàn thông tin việc làm duy nhất tại Tỉnh Vĩnh Phúc được Bộ Công thương cấp phép hoạt động chính thức LƯU Ý: Sàn không môi giới tuyển dụng, hỗ trợ hoàn toàn miễn phí, không thu bất kỳ khoản phí nào của ứng viên. Phòng nhân sự các đơn vị lưu ý phản hồi hồ sơ ứng viên.
✅Các nhóm Job theo khu vực sàn thông báo nhanh: – Chung toàn Tỉnh: https://zalo.me/g/wazevd618 – Vĩnh Yên: https://zalo.me/g/ndrfpj715 – Bình Xuyên: https://zalo.me/g/iboefu476 – Phúc Yên: https://zalo.me/g/uxsbbp341 ✅Các nhóm Job theo ngành nghề liên quan sàn thông báo nhanh: – Hành chính, Kế toán: https://zalo.me/g/bgnrzq135 – Kỹ thuật: https://zalo.me/g/nusgqf429"
Công ty Cổ phần Ống thép Việt Đức VG PIPE Thông báo...,https://vinhphuc.work/cong-ty-co-phan-ong-thep-viet-duc-vg-pipe-thong-bao-tuyen-dung-20-cong-nhan-bo-ong.html,Công ty Cổ phần Ống thép Việt - Đức VG Pipe,Thoả thuận,30/04/2025,KCN Bình Xuyên,"Công ty CP Ống thép Việt Đức VG PIPE
Địa chỉ: Khu CN Bình Xuyên, Huyện Bình Xuyên, Tỉnh Vĩnh Phúc.
Điện thoại :0989.0311.94
Lưu ý: Công ty không thu bất kỳ chi phí gì liên quan đến tuyển dụng.
Nộp hồ sơ dưới nút: “NỘP HỒ SƠ”
———————-***——————— SÀN VIỆC LÀM VINHPHUC.WORK VinhPhuc.Work là Sàn thông tin việc làm duy nhất tại Tỉnh Vĩnh Phúc được Bộ Công thương cấp phép hoạt động chính thức LƯU Ý: Sàn không môi giới tuyển dụng, hỗ trợ hoàn toàn miễn phí, không thu bất kỳ khoản phí nào của ứng viên. Phòng nhân sự các đơn vị lưu ý phản hồi hồ sơ ứng viên.
✅Các nhóm Job theo khu vực sàn thông báo nhanh: – Chung toàn Tỉnh: https://zalo.me/g/wazevd618 – Vĩnh Yên: https://zalo.me/g/ndrfpj715 – Bình Xuyên: https://zalo.me/g/iboefu476 – Phúc Yên: https://zalo.me/g/uxsbbp341 ✅Các nhóm Job theo ngành nghề liên quan sàn thông báo nhanh: – Hành chính, Kế toán: https://zalo.me/g/bgnrzq135 – Kỹ thuật: https://zalo.me/g/nusgqf429"
Nhà máy – Công ty TNHH Xe Buýt Daewoo Việt Nam Tuyển...,https://vinhphuc.work/nha-may-cong-ty-tnhh-xe-buyt-daewoo-viet-nam-tuyen-dung-nhieu-vi-tri-cac-bo-phan-thang-4-2025.html,Công ty TNHH Xe Buýt Daewoo Việt Nam,Thoả thuận,20/04/2025,KCN Khai Quang,"Công ty TNHH Xe Buýt Daewoo Việt Nam
Điện thoại: 0211 3721 335/ 0984939749
Địa điểm làm việc:
Nhà máy Daewoo Bus – Lô CN 9, KCN Khai Quang, Phường Khai Quang, Vĩnh Yên, Vĩnh Phúc Nhà máy Phúc Yên – đường Lý Nam Đế, Phường Phúc Thắng, thành phố Phúc Yên, tỉnh Vĩnh Phúc (đối diện cổng khu đô thị TMS) Văn phòng kinh doanh Hà Nội, tầng 2, tòa nhà Vimeco, E9, Phạm Hùng, Trung Hòa, Cầu Giấy, Hà Nội

———————-***——————— SÀN VIỆC LÀM VINHPHUC.WORK VinhPhuc.Work là Sàn thông tin việc làm duy nhất tại Tỉnh Vĩnh Phúc được Bộ Công thương cấp phép hoạt động chính thức LƯU Ý: Sàn không môi giới tuyển dụng, hỗ trợ hoàn toàn miễn phí, không thu bất kỳ khoản phí nào của ứng viên. Phòng nhân sự các đơn vị lưu ý phản hồi hồ sơ ứng viên.
✅Các nhóm Job theo khu vực sàn thông báo nhanh: – Chung toàn Tỉnh: https://zalo.me/g/wazevd618 – Vĩnh Yên: https://zalo.me/g/ndrfpj715 – Bình Xuyên: https://zalo.me/g/iboefu476 – Phúc Yên: https://zalo.me/g/uxsbbp341 ✅Các nhóm Job theo ngành nghề liên quan sàn thông báo nhanh: – Hành chính, Kế toán: https://zalo.me/g/bgnrzq135 – Kỹ thuật: https://zalo.me/g/nusgqf429"
Nhà máy – Công ty TNHH ODA Vina Thông báo Tuyển dụng...,https://vinhphuc.work/nha-may-cong-ty-tnhh-oda-vina-thong-bao-tuyen-dung-cac-vi-tri-thang-4-2025.html,Công ty TNHH ODA Vina,Thoả thuận,30/04/2025,Bình Xuyên,"Công ty TNHH ODA VINA Địa chỉ: Khu Công nghiệp Bình Xuyên, Xã Sơn Lôi, Huyện Bình Xuyên, Tỉnh Vĩnh Phúc, Việt Nam Liên hệ : 033 896 6601

———————-***——————— SÀN VIỆC LÀM VINHPHUC.WORK VinhPhuc.Work là Sàn thông tin việc làm duy nhất tại Tỉnh Vĩnh Phúc được Bộ Công thương cấp phép hoạt động chính thức LƯU Ý: Sàn không môi giới tuyển dụng, hỗ trợ hoàn toàn miễn phí, không thu bất kỳ khoản phí nào của ứng viên. Phòng nhân sự các đơn vị lưu ý phản hồi hồ sơ ứng viên. ✅Các nhóm Job theo khu vực sàn thông báo nhanh: – Chung toàn Tỉnh: https://zalo.me/g/wazevd618 – Vĩnh Yên: https://zalo.me/g/ndrfpj715 – Bình Xuyên: https://zalo.me/g/iboefu476 – Phúc Yên: https://zalo.me/g/uxsbbp341 ✅Các nhóm Job theo ngành nghề liên quan sàn thông báo nhanh: – Hành chính, Kế toán: https://zalo.me/g/bgnrzq135 – Kỹ thuật: https://zalo.me/g/nusgqf429"
Công ty Cổ phần tinh chất Quê Việt Tuyển dụng Nhân viên...,https://vinhphuc.work/cong-ty-co-phan-tinh-chat-que-viet-tuyen-dung-nhan-vien-marketing-ke-toan-noi-bo.html,Công ty cổ phần tinh chất Quê Việt,Thoả thuận,15/04/2025,Tam Dương,"Công ty cổ phần tinh chất Quê Việt
Địa chỉ: Đồng Ăng, Kim Long, Tam Dương, Vĩnh Phúc
Phòng nhân sự: 0967173016

———————-***——————— SÀN VIỆC LÀM VINHPHUC.WORK VinhPhuc.Work là Sàn thông tin việc làm duy nhất tại Tỉnh Vĩnh Phúc được Bộ Công thương cấp phép hoạt động chính thức LƯU Ý: Sàn không môi giới tuyển dụng, hỗ trợ hoàn toàn miễn phí, không thu bất kỳ khoản phí nào của ứng viên. Phòng nhân sự các đơn vị lưu ý phản hồi hồ sơ ứng viên. ✅Các nhóm Job theo khu vực sàn thông báo nhanh: – Chung toàn Tỉnh: https://zalo.me/g/wazevd618 – Vĩnh Yên: https://zalo.me/g/ndrfpj715 – Bình Xuyên: https://zalo.me/g/iboefu476 – Phúc Yên: https://zalo.me/g/uxsbbp341 ✅Các nhóm Job theo ngành nghề liên quan sàn thông báo nhanh: – Hành chính, Kế toán: https://zalo.me/g/bgnrzq135 – Kỹ thuật: https://zalo.me/g/nusgqf429"
Công ty Cổ phần Công nghiêp TOYOTAKI Thông báo Tuyển dụng Nhiều...,https://vinhphuc.work/cong-ty-co-phan-cong-nghiep-toyotaki-thong-bao-tuyen-dung-nhieu-vi-tri-thang-4-2025.html,CÔNG TY CỔ PHẦN CÔNG NGHIỆP TOYOTAKI,Thoả thuận,31/05/2025,Vĩnh Yên,
Công ty Cổ phần ACCURACY Thông báo Tuyển dụng Các Vị trí...,https://vinhphuc.work/cong-ty-co-phan-accuracy-thong-bao-tuyen-dung-cac-vi-tri-thang-4-2025.html,CÔNG TY CỔ PHẦN ACCURACY,Thoả thuận,20/04/2025,Vĩnh Yên,"CÔNG TY CỔ PHẦN ACCURACY
Địa chỉ: Phố An Định, KHC 8, Phường Đống Đa, Thành Phố Vĩnh Yên, Tỉnh Vĩnh Phúc
Điện thoại: 0973.680.115
———————-***——————— SÀN VIỆC LÀM VINHPHUC.WORK VinhPhuc.Work là Sàn thông tin việc làm duy nhất tại Tỉnh Vĩnh Phúc được Bộ Công thương cấp phép hoạt động chính thức LƯU Ý: Sàn không môi giới tuyển dụng, hỗ trợ hoàn toàn miễn phí, không thu bất kỳ khoản phí nào của ứng viên. Phòng nhân sự các đơn vị lưu ý phản hồi hồ sơ ứng viên.
✅Các nhóm Job theo khu vực sàn thông báo nhanh: – Chung toàn Tỉnh: https://zalo.me/g/wazevd618 – Vĩnh Yên: https://zalo.me/g/ndrfpj715 – Bình Xuyên: https://zalo.me/g/iboefu476 – Phúc Yên: https://zalo.me/g/uxsbbp341 ✅Các nhóm Job theo ngành nghề liên quan sàn thông báo nhanh: – Hành chính, Kế toán: https://zalo.me/g/sgnojw605 – Kỹ thuật: https://zalo.me/g/nusgqf429"
