title,url,company,salary,deadline,location,lien_he
Công ty TNHH TM Tuấn Hồng Phú Thọ Tuyển dụng Kế toán...,https://phutho.work/cong-ty-tnhh-tm-tuan-hong-phu-tho-tuyen-dung-ke-toan-tong-hop-thue-tho-moc.html,Công ty TNHH TM Tuấn Hồng Phú Thọ,Thoả thuận,8/5/2025 17:00,Việt Trì,"CÔNG TY TNHH TM TUẤN HỒNG PHÚ THỌ
* Địa điểm Công ty: Tổ 11B-  Phố Anh Dũng, Phường Thanh Miếu, Tỉnh Phú Thọ
* Địa điểm Nhà máy: Nhà máy sản xuất đồ gỗ thủ công mỹ nghệ  – Cụm công nghiệp Hợp Hải – Kinh Kệ, Xã Phùng Nguyên, Tỉnh Phú Thọ.
* Phòng Nhân sự: 0984 001 555
Lưu ý: Đơn vị không thu bất kỳ khoản chi phí nào liên quan đến Tuyển dụng. Nộp hồ sơ cuối tin nút: ” NỘP HỒ SƠ” Theo dõi các kênh Hệ sinh thái Sàn dưới đây để tìm thêm các công việc mới mỗi ngày. ……………………………..***…………………………….. HỆ SINH THÁI SÀN THÔNG TIN VIỆC LÀM PHUTHO.WOR Website chính : https://phutho.work Fanpage: https://www.facebook.com/phutho.work Group: https://www.facebook.com/groups/phuthowork Kênh thông báo: https://www.messenger.com/channel/phutho.work Tiktok : https://www.tiktok.com/@phuthowork ZALO: (Tổng hợp và thông báo nhanh các job theo khu vực địa lý và nhóm job theo ngành nghề) Group Zalo chung của tỉnh: Việc làm Phú Thọ (2): https://zalo.me/g/fciarp598 Việt Trì 2 : https://zalo.me/g/hbftpq494 Group Zalo các KCN: KCN Thụy Vân (2): https://zalo.me/g/mggujz986 KCN Phú Hà (2): https://zalo.me/g/zmvfdf470 KCN Lâm Thao: https://zalo.me/g/equpzz777 KCN Thanh Ba: https://zalo.me/g/qmhaxr093 KCN Đồng Lạng: https://zalo.me/g/hrifsn137 KCN Cẩm Khê: https://zalo.me/g/ybqtod749 KCN Tử Đà: https://zalo.me/g/jfertk905 KCN Đại An: https://zalo.me/g/caezan325 KCN Hạ Hòa: https://zalo.me/g/yugjfi001 KCN Trung Hà: https://zalo.me/g/wcyoys749 Group Zalo Chuyên môn: Kế toán – Nhân sự – Hành chính Nhân sự: https://zalo.me/g/idaohc964 Job Chất lượng cao: https://zalo.me/g/mgfiir349 Điện tử – Kỹ thuật – Cơ khí (Mới tạo): https://zalo.me/g/loqzle907 Digital Marketing – AI (Mới tạo – xu hướng mới): https://zalo.me/g/iqlplw695 Sale – Kinh doanh (Mới tạo): https://zalo.me/g/eefuzg059"
Công ty TNHH Dệt Regent Việt Nam Thông báo Tuyển dụng Trưởng...,https://phutho.work/cong-ty-tnhh-det-regent-viet-nam-thong-bao-tuyen-dung-truong-nhom-kho-warehouse-leader.html,Công ty TNHH Dệt Regent Việt Nam,Thoả thuận,7/31/2025 19:00,KCN Phú Hà,"Công ty TNHH Dệt Regent Việt Nam Địa chỉ: Cụm công nghiệp thị trấn Sông Thao, Xã Cẩm Khê, Tỉnh Phú Thọ, Việt Nam Phòng Nhân sự: 0962 646 894
Lưu ý: Đơn vị không thu bất kỳ khoản chi phí nào liên quan đến Tuyển dụng. Nộp hồ sơ cuối tin nút: ” NỘP HỒ SƠ”
Theo dõi các kênh Hệ sinh thái Sàn dưới đây để tìm thêm các công việc mới mỗi ngày."
Công ty TNHH CORONET TOYS Việt Nam Thông báo Tuyển dụng Nhân...,https://phutho.work/cong-ty-tnhh-coronet-toys-viet-nam-thong-bao-tuyen-dung-nhan-vien-phien-dich-tieng-trung.html,Công ty TNHH Coronet Toys Việt Nam,Thoả thuận,7/31/2025 17:00,Phù Ninh,"Công ty TNHH CORONET TOYS Việt Nam
Địa chỉ: Khu 8, xã Phù Ninh, huyện Phù Ninh, tỉnh Phú Thọ
Hotline (bộ phận nhân sự) : 02103 888 838 / 0977 254 225
Lưu ý: Công ty không thu bất kỳ khoản chi phí nào liên quan đến Tuyển dụng. Nộp hồ sơ tại nút: ” NỘP HỒ SƠ” ……………………………..***…………………………….. HỆ SINH THÁI SÀN THÔNG TIN VIỆC LÀM PHUTHO.WOR Website chính : https://phutho.work Fanpage: https://www.facebook.com/phutho.work Group: https://www.facebook.com/groups/phuthowork Kênh thông báo: https://www.messenger.com/channel/phutho.work Tiktok : https://www.tiktok.com/@phuthowork ZALO: (Tổng hợp và thông báo nhanh các job theo khu vực địa lý và nhóm job theo ngành nghề) Group Zalo chung của tỉnh: Việc làm Phú Thọ (Sắp Full): https://zalo.me/g/ikdtrv252 Việt Trì: https://zalo.me/g/nzjktl402 Việt Trì 2 (còn Slot) : https://zalo.me/g/hbftpq494 Group Zalo các KCN: KCN Thụy Vân (Sắp Full): https://zalo.me/g/afaqmp373 KCN Phú Hà (Sắp Full): https://zalo.me/g/ixrvri499 KCN Lâm Thao: https://zalo.me/g/equpzz777 KCN Thanh Ba: https://zalo.me/g/qmhaxr093 KCN Đồng Lạng: https://zalo.me/g/hrifsn137 KCN Cẩm Khê: https://zalo.me/g/ybqtod749 KCN Tử Đà: https://zalo.me/g/jfertk905 KCN Đại An: https://zalo.me/g/caezan325 KCN Hạ Hòa: https://zalo.me/g/yugjfi001 KCN Trung Hà: https://zalo.me/g/wcyoys749 Group Zalo Chuyên môn: Kế toán – Nhân sự – Hành chính Nhân sự: https://zalo.me/g/spjvdb096 Kế toán – Nhân sự – Hành chính Nhân sự – Nhóm 2 (News): https://zalo.me/g/spjvdb096 Job Chất lượng cao: https://zalo.me/g/mgfiir349 Điện tử – Kỹ thuật – Cơ khí (Mới tạo): https://zalo.me/g/loqzle907 Digital Marketing – AI (Mới tạo – xu hướng mới): https://zalo.me/g/iqlplw695"
Công ty TNHH Innochips Vina Thông báo Tuyển dụng Nhân viên kỹ...,https://phutho.work/cong-ty-tnhh-innochips-vina-thong-bao-tuyen-dung-nhan-vien-ky-thuat-san-pham.html,Công ty TNHH Innochips Vina,Thoả thuận,7/31/2025 17:00,KCN Phú Hà,Công ty TNHH Innochips Vina
Công ty TM Vina Kyungseung Thông báo Tuyển dụng Công nhân Kho,https://phutho.work/cong-ty-tm-vina-kyungseung-thong-bao-tuyen-dung-cong-nhan-kho.html,Công ty TM Vina Kyungseung,Thoả thuận,7/31/2025 19:00,TX Phú Thọ,Công ty TM Vina Kyungseung
"Công Ty Tnhh Sakai Amiori Việt Nam Tuyển dụng Kế toán Kho,...",https://phutho.work/cong-ty-tnhh-sakai-amiori-viet-nam-tuyen-dung-ke-toan-kho-nhan-vien-ke-hoach-san-xuat.html,Công Ty Tnhh Sakai Amiori Việt Nam,Thoả thuận,7/31/2025 19:00,KCN Phú Hà,"Công Ty Tnhh Sakai Amiori Việt Nam Địa chỉ: Lô CN07A, Khu công nghiệp Phú Hà, Xã Hà Lộc, Thị xã Phú Thọ, Phú Thọ Phòng Nhân sự: 0210 3 766 999
Lưu ý: Công ty không thu bất kỳ khoản chi phí nào liên quan đến Tuyển dụng. Nộp hồ sơ tại nút: ” NỘP HỒ SƠ”"
"Nhân viên Kế toán, Kỹ thuật, Kinh doanh, NV Quản lý chất...",https://phutho.work/nhan-vien-ke-toan-ky-thuat-kinh-doanh-nv-quan-ly-chat-luong-cong-ty-co-phan-dai-phan-tuyen-dung.html,Công ty cổ phần Đại Phan,Thoả thuận,8/10/2025 17:00,Phù Ninh,"Công ty Cổ phần Đại Phan
Địa chỉ: Tổ 2 – Khu Đá thờ – Thị trấn Phong Châu – Huyện Phù Ninh – Tỉnh Phú Thọ
Phòng nhân sự: Ms.Lien – 039 546 1125
Lưu ý: Đơn vị không thu bất kỳ khoản chi phí nào liên quan đến Tuyển dụng. Nộp hồ sơ cuối tin nút: ” NỘP HỒ SƠ”
Theo dõi các kênh Hệ sinh thái Sàn dưới đây để tìm thêm các công việc mới mỗi ngày."
"Kế toán tổng hợp Thuế, Thợ mộc – Công ty TNHH TM...",https://phutho.work/ke-toan-tong-hop-thue-tho-moc-cong-ty-tnhh-tm-tuan-hong-phu-tho-tuyen-dung.html,Công ty TNHH TM Tuấn Hồng Phú Thọ,Thoả thuận,7/31/2025 17:00,Việt Trì,"CÔNG TY TNHH TM TUẤN HỒNG PHÚ THỌ
* Địa điểm Công ty: Tổ 11B-  Phố Anh Dũng, Phường Thanh Miếu, Tỉnh Phú Thọ
* Địa điểm Nhà máy: Nhà máy sản xuất đồ gỗ thủ công mỹ nghệ  – Cụm công nghiệp Hợp Hải – Kinh Kệ, Xã Phùng Nguyên, Tỉnh Phú Thọ.
* Phòng Nhân sự: 0984 001 555
Lưu ý: Đơn vị không thu bất kỳ khoản chi phí nào liên quan đến Tuyển dụng. Nộp hồ sơ cuối tin nút: ” NỘP HỒ SƠ” Theo dõi các kênh Hệ sinh thái Sàn dưới đây để tìm thêm các công việc mới mỗi ngày. ……………………………..***…………………………….. HỆ SINH THÁI SÀN THÔNG TIN VIỆC LÀM PHUTHO.WOR Website chính : https://phutho.work Fanpage: https://www.facebook.com/phutho.work Group: https://www.facebook.com/groups/phuthowork Kênh thông báo: https://www.messenger.com/channel/phutho.work Tiktok : https://www.tiktok.com/@phuthowork ZALO: (Tổng hợp và thông báo nhanh các job theo khu vực địa lý và nhóm job theo ngành nghề) Group Zalo chung của tỉnh: Việc làm Phú Thọ (2): https://zalo.me/g/fciarp598 Việt Trì 2 : https://zalo.me/g/hbftpq494 Group Zalo các KCN: KCN Thụy Vân (2): https://zalo.me/g/mggujz986 KCN Phú Hà (2): https://zalo.me/g/zmvfdf470 KCN Lâm Thao: https://zalo.me/g/equpzz777 KCN Thanh Ba: https://zalo.me/g/qmhaxr093 KCN Đồng Lạng: https://zalo.me/g/hrifsn137 KCN Cẩm Khê: https://zalo.me/g/ybqtod749 KCN Tử Đà: https://zalo.me/g/jfertk905 KCN Đại An: https://zalo.me/g/caezan325 KCN Hạ Hòa: https://zalo.me/g/yugjfi001 KCN Trung Hà: https://zalo.me/g/wcyoys749 Group Zalo Chuyên môn: Kế toán – Nhân sự – Hành chính Nhân sự: https://zalo.me/g/idaohc964 Job Chất lượng cao: https://zalo.me/g/mgfiir349 Điện tử – Kỹ thuật – Cơ khí (Mới tạo): https://zalo.me/g/loqzle907 Digital Marketing – AI (Mới tạo – xu hướng mới): https://zalo.me/g/iqlplw695 Sale – Kinh doanh (Mới tạo): https://zalo.me/g/eefuzg059"
Công Ty TNHH TS Electrics Vina Tuyển dụng Nhân Viên Kĩ Thuật...,https://phutho.work/cong-ty-tnhh-ts-electrics-vina-tuyen-dung-nhan-vien-ki-thuat-phat-trien.html,Công Ty TNHH TS Electrics Vina,Thoả thuận,7/31/2025 17:00,Phù Ninh,"Công Ty TNHH TS Electrics Vina
Điện thoại: 02102.493.333 / 94
Địa chỉ:Lô CN21, Cụm công nghiệp Tử Đà – An Đạo, Xã Bình Phú, Huyện Phù Ninh, Tỉnh Phú Thọ, Việt Nam
Lưu ý: Công ty không thu bất kỳ khoản chi phí nào liên quan đến Tuyển dụng. Nộp hồ sơ tại nút: ” NỘP HỒ SƠ”"
Công ty TNHH Haehwa Vina Thông báo Tuyển dụng Kỹ thuật viên...,https://phutho.work/cong-ty-tnhh-haehwa-vina-thong-bao-tuyen-dung-ky-thuat-vien-smt-aoi.html,Công Ty TNHH Haehwa Vina,Thoả thuận,7/31/2025 17:00,KCN Phú Hà,"Công ty TNHH Haehwa Vina
Địa chỉ: Lô CN07A, KCN Phú Hà, Hà Thạch, TX Phú Thọ, Phú Thọ
Phòng Nhân sự : 02103822522 / 0985 005 520
Lưu ý: Công ty không thu bất kỳ khoản chi phí nào liên quan đến Tuyển dụng. Nộp hồ sơ tại nút: ” NỘP HỒ SƠ” ……………………………..***…………………………….. HỆ SINH THÁI SÀN THÔNG TIN VIỆC LÀM PHUTHO.WOR Website chính : https://phutho.work Fanpage: https://www.facebook.com/phutho.work Group: https://www.facebook.com/groups/phuthowork Kênh thông báo: https://www.messenger.com/channel/phutho.work Tiktok : https://www.tiktok.com/@phuthowork ZALO: (Tổng hợp và thông báo nhanh các job theo khu vực địa lý và nhóm job theo ngành nghề) Group Zalo chung của tỉnh: Việc làm Phú Thọ (Sắp Full): https://zalo.me/g/ikdtrv252 Việt Trì: https://zalo.me/g/nzjktl402 Việt Trì 2 (còn Slot) : https://zalo.me/g/hbftpq494 Group Zalo các KCN: KCN Thụy Vân (Sắp Full): https://zalo.me/g/afaqmp373 KCN Phú Hà (Sắp Full): https://zalo.me/g/ixrvri499 KCN Lâm Thao: https://zalo.me/g/equpzz777 KCN Thanh Ba: https://zalo.me/g/qmhaxr093 KCN Đồng Lạng: https://zalo.me/g/hrifsn137 KCN Cẩm Khê: https://zalo.me/g/ybqtod749 KCN Tử Đà: https://zalo.me/g/jfertk905 KCN Đại An: https://zalo.me/g/caezan325 KCN Hạ Hòa: https://zalo.me/g/yugjfi001 KCN Trung Hà: https://zalo.me/g/wcyoys749 Group Zalo Chuyên môn: Kế toán – Nhân sự – Hành chính Nhân sự: https://zalo.me/g/spjvdb096 Kế toán – Nhân sự – Hành chính Nhân sự – Nhóm 2 (News): https://zalo.me/g/spjvdb096 Job Chất lượng cao: https://zalo.me/g/mgfiir349 Điện tử – Kỹ thuật – Cơ khí (Mới tạo): https://zalo.me/g/loqzle907 Digital Marketing – AI (Mới tạo – xu hướng mới): https://zalo.me/g/iqlplw695"
Công ty KIDO SPORTS VINA Thông báo Tuyển dụng Nhân viên HCNS,https://phutho.work/cong-ty-kido-sports-vina-thong-bao-tuyen-dung-nhan-vien-hcns.html,CÔNG TY KIDO SPORTS VINA,Thoả thuận,7/31/2025 17:00,KCN Phú Hà,"Công ty Kido Sports Vina
Địa chỉ: Lô CN 06 – KCN Phú Hà – Hà Thạch – Phú Thọ
Điện thoại : 0973 543 656 (Phòng nhân sự)
Lưu ý: Công ty không thu bất kỳ khoản chi phí nào liên quan đến Tuyển dụng. Nộp hồ sơ tại nút: ” NỘP HỒ SƠ”"
Công Ty TNHH Công Nghiệp Drillmaco Thông báo Tuyển dụng Kế toán...,https://phutho.work/cong-ty-tnhh-cong-nghiep-drillmaco-thong-bao-tuyen-dung-ke-toan-tong-hop-nhan-vien-qc-co-khi.html,Công Ty TNHH Công Nghiệp Drillmaco,Thoả thuận,7/31/2025 17:00,KCN Cẩm Khê,"Công Ty TNHH Công Nghiệp Drillmaco
Địa chỉ: Lô CN 5, KCN Cẩm Khê, Cẩm Khê, Phú Thọ
Điện thoại: 0982 279 016 ( Liên hệ giờ hành chính) Lưu ý: Công ty không thu bất kỳ khoản chi phí nào liên quan đến Tuyển dụng. Nộp hồ sơ tại nút: ” NỘP HỒ SƠ” Theo dõi các kênh Hệ sinh thái Sàn dưới đây để tìm thêm các công việc mới mỗi ngày. ……………………………..***…………………………….. HỆ SINH THÁI SÀN THÔNG TIN VIỆC LÀM PHUTHO.WOR Website chính : https://phutho.work Fanpage: https://www.facebook.com/phutho.work Group: https://www.facebook.com/groups/phuthowork Kênh thông báo: https://www.messenger.com/channel/phutho.work Tiktok : https://www.tiktok.com/@phuthowork ZALO: (Tổng hợp và thông báo nhanh các job theo khu vực địa lý và nhóm job theo ngành nghề) Group Zalo chung của tỉnh: Việc làm Phú Thọ (2): https://zalo.me/g/fciarp598 Việt Trì 2 : https://zalo.me/g/hbftpq494 Group Zalo các KCN: KCN Thụy Vân (2): https://zalo.me/g/mggujz986 KCN Phú Hà (2): https://zalo.me/g/zmvfdf470 KCN Lâm Thao: https://zalo.me/g/equpzz777 KCN Thanh Ba: https://zalo.me/g/qmhaxr093 KCN Đồng Lạng: https://zalo.me/g/hrifsn137 KCN Cẩm Khê: https://zalo.me/g/ybqtod749 KCN Tử Đà: https://zalo.me/g/jfertk905 KCN Đại An: https://zalo.me/g/caezan325 KCN Hạ Hòa: https://zalo.me/g/yugjfi001 KCN Trung Hà: https://zalo.me/g/wcyoys749 Group Zalo Chuyên môn: Kế toán – Nhân sự – Hành chính Nhân sự: https://zalo.me/g/idaohc964 Job Chất lượng cao: https://zalo.me/g/mgfiir349 Điện tử – Kỹ thuật – Cơ khí (Mới tạo): https://zalo.me/g/loqzle907 Digital Marketing – AI (Mới tạo – xu hướng mới): https://zalo.me/g/iqlplw695 Sale – Kinh doanh (Mới tạo): https://zalo.me/g/eefuzg059"
Công ty TNHH JH Vina Thông báo Tuyển dụng Nhiều vị trí...,https://phutho.work/cong-ty-tnhh-jh-vina-thong-bao-tuyen-dung-nhieu-vi-tri-hanh-chinh-ky-thuat-san-xuat.html,Công ty TNHH JH Vina,Thoả thuận,7/25/2025 17:00,KCN Phú Hà,"Công ty TNHH JH Vina
Địa chỉ: Lô CN-07B, Khu công nghiệp Phú Hà, Xã Hà Lộc, Thị xã Phú Thọ, Tỉnh Phú Thọ
Điện thoại: 0977.504.883
Lưu ý: Nộp hồ sơ ngay dưới đây nút ” NỘP HỒ SƠ”. Công ty không thu bất kỳ khoản phí nào liên quan đến tuyển dụng. ……………………………..***…………………………….. HỆ SINH THÁI SÀN THÔNG TIN VIỆC LÀM PHUTHO.WOR Website chính : https://phutho.work Fanpage: https://www.facebook.com/phutho.work Group: https://www.facebook.com/groups/phuthowork Kênh thông báo: https://www.messenger.com/channel/phutho.work Tiktok : https://www.tiktok.com/@phuthowork ZALO: (Tổng hợp và thông báo nhanh các job theo khu vực địa lý và nhóm job theo ngành nghề) Group Zalo chung của tỉnh: Việc làm Phú Thọ (Sắp Full): https://zalo.me/g/ikdtrv252 Việt Trì: https://zalo.me/g/nzjktl402 Việt Trì 2 (còn Slot) : https://zalo.me/g/hbftpq494 Group Zalo các KCN: KCN Thụy Vân (Sắp Full): https://zalo.me/g/afaqmp373 KCN Phú Hà (Sắp Full): https://zalo.me/g/ixrvri499 KCN Lâm Thao: https://zalo.me/g/equpzz777 KCN Thanh Ba: https://zalo.me/g/qmhaxr093 KCN Đồng Lạng: https://zalo.me/g/hrifsn137 KCN Cẩm Khê: https://zalo.me/g/ybqtod749 KCN Tử Đà: https://zalo.me/g/jfertk905 KCN Đại An: https://zalo.me/g/caezan325 KCN Hạ Hòa: https://zalo.me/g/yugjfi001 KCN Trung Hà: https://zalo.me/g/wcyoys749 Group Zalo Chuyên môn: Kế toán – Nhân sự – Hành chính Nhân sự: https://zalo.me/g/spjvdb096 Kế toán – Nhân sự – Hành chính Nhân sự – Nhóm 2 (News): https://zalo.me/g/spjvdb096 Job Chất lượng cao: https://zalo.me/g/mgfiir349 Điện tử – Kỹ thuật – Cơ khí (Mới tạo): https://zalo.me/g/loqzle907 Digital Marketing – AI (Mới tạo – xu hướng mới): https://zalo.me/g/iqlplw695"
Công ty TNHH ELECTRO M VINA Thông báo Tuyển dụng Nhân viên...,https://phutho.work/cong-ty-tnhh-electro-m-vina-thong-bao-tuyen-dung-nhan-vien-ky-thuat.html,CÔNG TY TNHH ELECTRO M VINA,Thoả thuận,7/31/2025 17:00,KCN Phú Hà,"Công ty TNHH ELECTRO M VINA Mọi thắc mắc liên hệ trực tiếp : 0210.3822.886 Địa chỉ: Lô CN06, KCN Phú Hà, xã Hà Thạch, thị xã Phú Thọ, tỉnh Phú Thọ
Lưu ý: Công ty không thu bất kỳ khoản chi phí nào liên quan đến Tuyển dụng. Nộp hồ sơ tại nút: ” NỘP HỒ SƠ”"
