title,url,company,salary,deadline,location,lien_he
Trung tâm tiếng Anh Ant English Vĩnh Yên (Mới đi vào hoạt...,https://vinhphuc.work/trung-tam-tieng-anh-ant-english-vinh-yen-moi-di-vao-hoat-dong-tuyen-dung-truong-nhom-tuyen-sinh-chuyen-vien-tuyen-sinh.html,Trung tâm tiếng Anh Ant English Vĩnh Yên,Thoả thuận,31/08/2025,Vĩnh Yên,"Trung tâm tiếng Anh Ant English Vĩnh Yên Phòng Nhân sự: 0961752986 Địa chỉ: Tầng 2 – Toà nhà TTTM Soiva Plaza, Phường Khai Quang, Thành phố Vĩnh Yên, Vĩnh Phúc

———————-***——————— SÀN VIỆC LÀM VINHPHUC.WORK VinhPhuc.Work là Sàn thông tin việc làm duy nhất tại Tỉnh Vĩnh Phúc được Bộ Công thương cấp phép hoạt động chính thức LƯU Ý: Sàn không môi giới tuyển dụng, hỗ trợ hoàn toàn miễn phí, không thu bất kỳ khoản phí nào của ứng viên. Phòng nhân sự các đơn vị lưu ý phản hồi hồ sơ ứng viên. ✅Các nhóm Job theo khu vực sàn thông báo nhanh: – Chung toàn Tỉnh: https://zalo.me/g/wazevd618 – Vĩnh Yên: https://zalo.me/g/ndrfpj715 – Bình Xuyên: https://zalo.me/g/iboefu476 – Phúc Yên: https://zalo.me/g/uxsbbp341 ✅Các nhóm Job theo ngành nghề liên quan sàn thông báo nhanh: – Hành chính, Kế toán: https://zalo.me/g/bgnrzq135 – Kỹ thuật: https://zalo.me/g/nusgqf429"
Nhà máy Phúc yên – Công ty TNHH Xe Buýt Daewoo Việt...,https://vinhphuc.work/nha-may-phuc-yen-cong-ty-tnhh-xe-buyt-daewoo-viet-nam-tuyen-dung-06-vi-tri-thang-08-2025.html,Công ty TNHH Xe Buýt Daewoo Việt Nam,Thoả thuận,31/08/2025,Phúc Yên,"Công ty TNHH Xe Buýt Daewoo Việt Nam
Điện thoại: 0211 3721 335/ 0984.939.749
Địa điểm: Nhà máy Phúc Yên – đường Lý Nam Đế, Phường Phúc Thắng, thành phố Phúc Yên, tỉnh Vĩnh Phúc

———————-***——————— SÀN VIỆC LÀM VINHPHUC.WORK VinhPhuc.Work là Sàn thông tin việc làm duy nhất tại Tỉnh Vĩnh Phúc được Bộ Công thương cấp phép hoạt động chính thức LƯU Ý: Sàn không môi giới tuyển dụng, hỗ trợ hoàn toàn miễn phí, không thu bất kỳ khoản phí nào của ứng viên. Phòng nhân sự các đơn vị lưu ý phản hồi hồ sơ ứng viên.
✅Các nhóm Job theo khu vực sàn thông báo nhanh: – Chung toàn Tỉnh: https://zalo.me/g/wazevd618 – Vĩnh Yên: https://zalo.me/g/ndrfpj715 – Bình Xuyên: https://zalo.me/g/iboefu476 – Phúc Yên: https://zalo.me/g/uxsbbp341 ✅Các nhóm Job theo ngành nghề liên quan sàn thông báo nhanh: – Hành chính, Kế toán: https://zalo.me/g/bgnrzq135 – Kỹ thuật: https://zalo.me/g/nusgqf429"
Nhà máy – Công ty TNHH Xe Buýt Daewoo Việt Nam Tuyển...,https://vinhphuc.work/nha-may-cong-ty-tnhh-xe-buyt-daewoo-viet-nam-tuyen-dung-10-vi-tri-thang-08-2025.html,Công ty TNHH Xe Buýt Daewoo Việt Nam,Thoả thuận,31/08/2025,KCN Khai Quang,"Công ty TNHH Xe Buýt Daewoo Việt Nam
Điện thoại: 0211 3721 335/ 0984.939.749
Địa điểm: Nhà máy Daewoo Bus – Lô CN 9, KCN Khai Quang, Phường Khai Quang, Vĩnh Yên, Vĩnh Phúc

———————-***——————— SÀN VIỆC LÀM VINHPHUC.WORK VinhPhuc.Work là Sàn thông tin việc làm duy nhất tại Tỉnh Vĩnh Phúc được Bộ Công thương cấp phép hoạt động chính thức LƯU Ý: Sàn không môi giới tuyển dụng, hỗ trợ hoàn toàn miễn phí, không thu bất kỳ khoản phí nào của ứng viên. Phòng nhân sự các đơn vị lưu ý phản hồi hồ sơ ứng viên.
✅Các nhóm Job theo khu vực sàn thông báo nhanh: – Chung toàn Tỉnh: https://zalo.me/g/wazevd618 – Vĩnh Yên: https://zalo.me/g/ndrfpj715 – Bình Xuyên: https://zalo.me/g/iboefu476 – Phúc Yên: https://zalo.me/g/uxsbbp341 ✅Các nhóm Job theo ngành nghề liên quan sàn thông báo nhanh: – Hành chính, Kế toán: https://zalo.me/g/bgnrzq135 – Kỹ thuật: https://zalo.me/g/nusgqf429"
"Công ty TNHH Kason Việt Nam Tuyển dụng Nhân viên Kế toán,...",https://vinhphuc.work/cong-ty-tnhh-kason-viet-nam-tuyen-dung-nhan-vien-ke-toan-sales-admin-nhan-vien-kinh-doanh.html,Công ty TNHH Kason Việt Nam,Thoả thuận,05/08/2025,Vĩnh Yên,
Công ty CP Bellsystem24 Việt Nam Tuyển dụng Nhân viên chăm sóc...,https://vinhphuc.work/cong-ty-cp-bellsystem24-viet-nam-tuyen-dung-nhan-vien-cham-soc-khach-hang-truc-tong-dai-viettel.html,Công ty cổ phần Bellsystem24 Việt Nam,Thoả thuận,31/07/2025,Vĩnh Yên,"Công ty cổ phần Bellsystem24 Việt Nam Địa chỉ: Tầng 4 – Tòa nhà Viettel – Lô S1 – KĐT Chùa Hà Tiên – Định Trung – Vĩnh Yên – Vĩnh Phúc Điện thoại: 0972443322

———————-***——————— SÀN VIỆC LÀM VINHPHUC.WORK VinhPhuc.Work là Sàn thông tin việc làm duy nhất tại Tỉnh Vĩnh Phúc được Bộ Công thương cấp phép hoạt động chính thức LƯU Ý: Sàn không môi giới tuyển dụng, hỗ trợ hoàn toàn miễn phí, không thu bất kỳ khoản phí nào của ứng viên. Phòng nhân sự các đơn vị lưu ý phản hồi hồ sơ ứng viên. ✅Các nhóm Job theo khu vực sàn thông báo nhanh: – Chung toàn Tỉnh: https://zalo.me/g/wazevd618 – Vĩnh Yên: https://zalo.me/g/ndrfpj715 – Bình Xuyên: https://zalo.me/g/iboefu476 – Phúc Yên: https://zalo.me/g/uxsbbp341 ✅Các nhóm Job theo ngành nghề liên quan sàn thông báo nhanh: – Hành chính, Kế toán: https://zalo.me/g/bgnrzq135 – Kỹ thuật: https://zalo.me/g/nusgqf429"
"Công ty Cổ phần CNCTECH Global (CNVP) Tuyển dụng Digital Marketing, Kinh...",https://vinhphuc.work/cong-ty-co-phan-cnctech-global-cnvp-tuyen-dung-digital-marketing-kinh-doanh-phat-trien-du-an-ky-thuat-pccc-ky-su-xay-dung-giam-sat-co-dien.html,CHI NHÁNH CÔNG TY CỔ PHẦN CNCTECH GLOBAL TẠI VĨNH PHÚC,Thoả thuận,31/08/2025,KCN Thăng Long Vĩnh Phúc,"CHI NHÁNH CÔNG TY CỔ PHẦN CNCTECH GLOBAL TẠI VĨNH PHÚC
Phòng Nhân sự: 0392796018 Địa chỉ: Lô F1-2-3, Khu Công nghiệp Thăng Long 3, Bình Xuyên, Vĩnh Phúc
———————-***——————— SÀN VIỆC LÀM VINHPHUC.WORK VinhPhuc.Work là Sàn thông tin việc làm duy nhất tại Tỉnh Vĩnh Phúc được Bộ Công thương cấp phép hoạt động chính thức LƯU Ý: Sàn không môi giới tuyển dụng, hỗ trợ hoàn toàn miễn phí, không thu bất kỳ khoản phí nào của ứng viên. Phòng nhân sự các đơn vị lưu ý phản hồi hồ sơ ứng viên. ✅Các nhóm Job theo khu vực sàn thông báo nhanh: – Chung toàn Tỉnh: https://zalo.me/g/tvxhld134 – Vĩnh Yên: https://zalo.me/g/jrodrn776 – Bình Xuyên: https://zalo.me/g/yqamvj806 – Phúc Yên: https://zalo.me/g/yhjfdq336 ✅Các nhóm Job theo ngành nghề liên quan sàn thông báo nhanh: – Hành chính, Kế toán: https://zalo.me/g/fzhdow757 – Kỹ thuật: https://zalo.me/g/ooeobi061 – Kinh doanh: https://zalo.me/g/bkrnsx555"
Khách sạn Crowne Plaza Vĩnh Yên City Centre Tuyển dụng 06 Vị...,https://vinhphuc.work/khach-san-crowne-plaza-vinh-yen-city-centre-tuyen-dung-06-vi-tri.html,Crowne Plaza Vĩnh Yên City Centre,Thoả thuận,31/08/2025,Vĩnh Yên,"Crowne Plaza Vĩnh Yên
Địa điểm làm việc: Tòa nhà Crowne Plaza Vĩnh Yên – SN 396 Đường Mê Linh – Khai Quang – Vĩnh Yên – Vĩnh Phúc
Điện thoại: 02113778899 – Ext: 7703 (Phòng Nhân sự)

———————-***——————— SÀN VIỆC LÀM VINHPHUC.WORK VinhPhuc.Work là Sàn thông tin việc làm duy nhất tại Tỉnh Vĩnh Phúc được Bộ Công thương cấp phép hoạt động chính thức LƯU Ý: Sàn không môi giới tuyển dụng, hỗ trợ hoàn toàn miễn phí, không thu bất kỳ khoản phí nào của ứng viên. Phòng nhân sự các đơn vị lưu ý phản hồi hồ sơ ứng viên. ✅Các nhóm Job theo khu vực sàn thông báo nhanh: – Chung toàn Tỉnh: https://zalo.me/g/tvxhld134 – Vĩnh Yên: https://zalo.me/g/jrodrn776 – Bình Xuyên: https://zalo.me/g/yqamvj806 – Phúc Yên: https://zalo.me/g/yhjfdq336 ✅Các nhóm Job theo ngành nghề liên quan sàn thông báo nhanh: – Hành chính, Kế toán: https://zalo.me/g/fzhdow757 – Kỹ thuật: https://zalo.me/g/ooeobi061 – Kinh doanh: https://zalo.me/g/bkrnsx555
​"
Công Ty CP Thiết Kế Kiến Trúc và Đầu Tư Xây Dựng...,https://vinhphuc.work/cong-ty-cp-thiet-ke-kien-truc-va-dau-tu-xay-dung-futhouse-tuyen-dung-kien-truc-su-ky-thuat-trien-khai-ho-so-ky-su-ket-cau.html,,Thoả thuận,26/08/2025,Vĩnh Yên,"Công Ty CP Thiết Kế Kiến Trúc và Đầu Tư Xây Dựng FutHouse Địa chỉ : 57 Nguyễn Chí Thanh, P. Đống Đa, Vĩnh Yên, Vĩnh Phúc. Phòng Nhân sự: 098 666 5246 – 0931 333 886.
———————-***——————— SÀN VIỆC LÀM VINHPHUC.WORK VinhPhuc.Work là Sàn thông tin việc làm duy nhất tại Tỉnh Vĩnh Phúc được Bộ Công thương cấp phép hoạt động chính thức LƯU Ý: Sàn không môi giới tuyển dụng, hỗ trợ hoàn toàn miễn phí, không thu bất kỳ khoản phí nào của ứng viên. Phòng nhân sự các đơn vị lưu ý phản hồi hồ sơ ứng viên.
✅Các nhóm Job theo khu vực sàn thông báo nhanh: – Chung toàn Tỉnh: https://zalo.me/g/tvxhld134 – Vĩnh Yên: https://zalo.me/g/jrodrn776 – Bình Xuyên: https://zalo.me/g/yqamvj806 – Phúc Yên: https://zalo.me/g/yhjfdq336
✅Các nhóm Job theo ngành nghề liên quan sàn thông báo nhanh: – Hành chính, Kế toán: https://zalo.me/g/fzhdow757 – Kỹ thuật: https://zalo.me/g/ooeobi061
– Kinh doanh: https://zalo.me/g/bkrnsx555"
Công ty TNHH Thương mại dịch vụ công nghiệp Hoàng Long Tuyển...,https://vinhphuc.work/cong-ty-tnhh-thuong-mai-dich-vu-cong-nghiep-hoang-long-tuyen-dung-ke-toan-mua-hang-nhan-vien-kinh-doanh-nhan-vien-ky-thuat.html,Công ty TNHH Thương mại dịch vụ công nghiệp Hoàng Long,Thoả thuận,20/08/2025,Vĩnh Yên,"Công ty TNHH Thương mại dịch vụ công nghiệp Hoàng Long Phòng nhân sự: 0965.650.840 Địa chỉ: Đường Nguyễn Công Trứ, Phường Liên Bảo, Thành phố Vĩnh Yên, Tỉnh Vĩnh Phúc, Việt Nam

———————-***——————— SÀN VIỆC LÀM VINHPHUC.WORK VinhPhuc.Work là Sàn thông tin việc làm duy nhất tại Tỉnh Vĩnh Phúc được Bộ Công thương cấp phép hoạt động chính thức LƯU Ý: Sàn không môi giới tuyển dụng, hỗ trợ hoàn toàn miễn phí, không thu bất kỳ khoản phí nào của ứng viên. Phòng nhân sự các đơn vị lưu ý phản hồi hồ sơ ứng viên. ✅Các nhóm Job theo khu vực sàn thông báo nhanh: – Chung toàn Tỉnh: https://zalo.me/g/tvxhld134 – Vĩnh Yên: https://zalo.me/g/jrodrn776 – Bình Xuyên: https://zalo.me/g/yqamvj806 – Phúc Yên: https://zalo.me/g/yhjfdq336 ✅Các nhóm Job theo ngành nghề liên quan sàn thông báo nhanh: – Hành chính, Kế toán: https://zalo.me/g/fzhdow757 – Kỹ thuật: https://zalo.me/g/ooeobi061 – Kinh doanh: https://zalo.me/g/bkrnsx555"
"Công ty TNHH Times Steel Tuyển dụng Các Vị trí Tài chính,...",https://vinhphuc.work/cong-ty-tnhh-times-steel-tuyen-dung-cac-vi-tri-tai-chinh-kinh-doanh-mua-hang-cham-soc-khach-hang.html,Công ty TNHH Times Steel,Thoả thuận,31/08/2025,Vĩnh Yên,"Công ty TNHH Times Steel
Địa chỉ văn phòng: Căn G1-4 Khu Biệt Thự Nhà Vườn Mậu Lâm, Đường Lý Nam Đế, Phường Vĩnh Phúc, Tỉnh Phú Thọ
Điện thoại: 0389.550.933
Lưu ý: Công ty không thu bất kỳ khoản chi phí nào liên quan đến Tuyển dụng.
Nộp hồ sơ cuối tin, nút: “ NỘP HỒ SƠ”

———————-***——————— SÀN VIỆC LÀM VINHPHUC.WORK VinhPhuc.Work là Sàn thông tin việc làm duy nhất tại Tỉnh Vĩnh Phúc được Bộ Công thương cấp phép hoạt động chính thức LƯU Ý: Sàn không môi giới tuyển dụng, hỗ trợ hoàn toàn miễn phí, không thu bất kỳ khoản phí nào của ứng viên. Phòng nhân sự các đơn vị lưu ý phản hồi hồ sơ ứng viên. ✅Các nhóm Job theo khu vực sàn thông báo nhanh: – Chung toàn Tỉnh: https://zalo.me/g/tvxhld134 – Vĩnh Yên: https://zalo.me/g/jrodrn776 – Bình Xuyên: https://zalo.me/g/yqamvj806 – Phúc Yên: https://zalo.me/g/yhjfdq336 ✅Các nhóm Job theo ngành nghề liên quan sàn thông báo nhanh: – Hành chính, Kế toán: https://zalo.me/g/fzhdow757 – Kỹ thuật: https://zalo.me/g/ooeobi061 – Kinh doanh: https://zalo.me/g/bkrnsx555"
