title,url,company,salary,deadline,location,lien_he
Công ty CP Giao nhận Kho vận Mê Linh (MTO) Tuyển dụng...,https://vinhphuc.work/cong-ty-cp-giao-nhan-kho-van-me-linh-mto-tuyen-dung-moi-05-vi-tri-tot.html,Công ty CP Giao nhận Kho vận Mê Linh,Thỏa thuận,Đến 31/07/2022,"Cửa hàng Head xe máy Honda TSO Khu 3 thị trấn Vĩnh Tường, Vĩnh...","Công ty CP Giao nhận Kho vận Mê Linh (MTO)
– Địa chỉ làm việc: Cửa hàng Head xe máy Honda TSO Khu 3 thị trấn Vĩnh Tường, Vĩnh Phúc
– Nhận hồ sơ tại: Khu 3 thị trấn Vĩnh Tường, Vĩnh Phúc hoặc Km16, QL 2A, phường Phúc Thắng, PHúc Yên, Vĩnh Phúc"
Công ty TNHH Technology Achieve Pearl Việt Nam Tuyển Nhân viên Phiên...,https://vinhphuc.work/cong-ty-tnhh-technology-achieve-pearl-viet-nam-tuyen-nhan-vien-phien-dich.html,Công ty TNHH Technology Achieve Pearl Việt Nam,Thỏa thuận hấp dẫn,15/08/2022,"Thôn Vỏ, Hoàng Lâu, Tam Dương, Vĩnh Phúc","Công ty TNHH Technology Achieve Pearl Việt Nam
Địa chỉ: Thôn Vỏ, xã Hoàng Lâu, huyện Tam Dương, tỉnh Vĩnh Phúc
Điện thoại: 0989659365"
Công ty TNHH Kỹ thuật và Công nghệ MTG-VINA Tuyển Nhân viên...,https://vinhphuc.work/cong-ty-tnhh-ky-thuat-va-cong-nghe-mtg-vina-tuyen-nhan-vien-data-kho.html,Công ty TNHH Kỹ thuật và Công nghệ MTG-VINA,Thỏa thuận,Từ 30/07/2022,"Lô C3-3, KCN Bá Thiện II, xã Thiện Kế, huyện Bình Xuyên, T. Vĩnh...","Công ty TNHH Kỹ thuật và Công nghệ MTG-VINA
Địa chỉ: Lô C3-3, KCN Bá Thiện II, xã Thiện Kế, huyện Bình Xuyên, T. Vĩnh Phúc
Điện thoại: 0211 3888 036"
Công ty TNHH CAMMSYS Việt Nam Tuyển Nhân viên Xuất  nhập...,https://vinhphuc.work/cong-ty-tnhh-cammsys-viet-nam-tuyen-nhan-vien-xuat-nhap-khau-senior-staff.html,,Thỏa Thuận hấp dẫn,Đến hết tháng 08/2022,Công ty TNHH Cammsys,
"Công ty TNHH Dynamix Material Science Tuyển Nhân viên Mua hàng, Nhân...",https://vinhphuc.work/cong-ty-tnhh-dynamix-material-science-tuyen-nhan-vien-mua-hang-nhan-vien-cham-soc-cay-xanh.html,Công ty TNHH Dynamix Material Science,Thương lượng,30/7/2022,"Lô CN05-2, KCN Bình Xuyên II - Bá Hiến - Bình Xuyên - Vĩnh...","Công ty TNHH Dynamix Material Science
Địa chỉ: Lô CN05-2, KCN Bình Xuyên II – Bá Hiến – Bình Xuyên – Vĩnh Phúc
Điện thoại: 0211.3535.568"
Công ty TNHH Công nghệ COSMOS Thông báo Tuyển Nhân viên Quản...,https://vinhphuc.work/cong-ty-tnhh-cong-nghe-cosmos-thong-bao-tuyen-nhan-vien-quan-ly-thiet-bi.html,Công ty TNHH Công nghệ Cosmos,Thỏa thuận,Từ 28/07/2022,KCN Khai Quang - Vĩnh Yên - Vĩnh Phúc,
Xí nghiệp XZ72 Tuyển Kế toán trưởng Chi nhánh tại Tam Dương,https://vinhphuc.work/xi-nghiep-xz72-tuyen-ke-toan-truong-chi-nhanh-tai-tam-duong.html,Xí nghiệp XZ72,10-15 triệu đồng/tháng,Từ ngày 28/7/2022 đến hết ngày 7/8/2022,"Xã An Hòa, huyện tam Dương, tỉnh Vĩnh Phúc","Xí nghiệp XZ72
Địa chỉ: Xã An Hòa, Huyện Tam Dương, Tỉnh Vĩnh Phúc
Điện thoại: 0211.3833.032 / 0913518583"
Công ty TNHH Cơ Khí Chính Xác và TM Nguyên Linh Tuyển...,https://vinhphuc.work/cong-ty-tnhh-co-khi-chinh-xac-va-tm-nguyen-linh-tuyen-nhan-vien-hanh-chinh-nhan-su-tong-hop.html,Công ty TNHH Cơ Khí Chính Xác và TM Nguyên Linh,Thỏa thuận,Từ 27/07/2022,Khu Mậu Thông - Khai Quang - Vĩnh Yên - Vĩnh Phúc,"Công ty TNHH Cơ Khí Chính Xác và TM Nguyên Linh * Đ/c: KCN Tam Dương II, Kim Long, Tam Dương, Vĩnh Phúc * Phỏng vấn từ T2 – T7 hàng tuần, trong giờ hành chính * Liên hệ: 0327.776288 or 02113.696187 (Nhân sự)"
"Trường Mầm non Rainbow Land Thông báo Tuyển Giáo viên Mầm Non,...",https://vinhphuc.work/truong-mam-non-rainbow-land-thong-bao-tuyen-giao-vien-mam-non-giao-vien-tieng-anh.html,Trường Mầm non Rainbow Land,Thỏa thuận,Đến 15/08/2022,"Số 63 Lê Quý Đôn, Phường Liên Bảo, Thành phố Vĩnh Yên, Tỉnh Vĩnh...","Phòng Hành chính Nhân sự Mầm non Rainbow Land Địa chỉ: Số 63 Lê Quý Đôn, Phường Liên Bảo, Thành phố Vĩnh Yên, Tỉnh Vĩnh Phúc Người phỏng vấn trực tiếp: Ms. Hường Điện thoại: 0852736085
Lưu ý: Nộp hồ sơ ngay dưới nút: “NỘP HỒ SƠ’ Công ty không thu bất kỳ khoản phí nào liên quan đến tuyển dụng."
Công ty CP Môi Trường và Dịch vụ Đô Thị Vĩnh Yên...,https://vinhphuc.work/cong-ty-cp-moi-truong-va-dich-vu-do-thi-vinh-yen-tuyen-dung-chuyen-vien-phong-kinh-doanh-va-du-an.html,Công ty CP Môi Trường và Dịch vụ Đô Thị Vĩnh Yên,Thỏa thuận,Nhận hs đến ngày 31/08,"Số nhà 379, Đường Mê Linh, Thành phố Vĩnh Yên, Vĩnh Phúc",
Công Ty TNHH LIEH KWAN VIỆT NAM Tuyển dụng Nhân viên QC,https://vinhphuc.work/cong-ty-tnhh-lieh-kwan-viet-nam-tuyen-dung-nhan-vien-qc.html,Công ty TNHH LIEH KWAN Việt Nam,Thỏa thuận,Từ 26/07/2022,"KCN Bá thiện II , Xã thiện Kệ , huyện Bình xuyên - tỉnh...","Công Ty TNHH LIEH KWAN VIỆT NAM
Điện thoại: 0378682046 Địa chỉ : KCN Bá thiện II , Xã thiện Kệ , huyện Bình xuyên – tỉnh Vĩnh Phúc"
Công ty TNHH Công nghệ điện tử Haojida Việt Nam Quản lý...,https://vinhphuc.work/cong-ty-tnhh-cong-nghe-dien-tu-haojida-viet-nam-quan-ly-kho-biet-tieng-trung.html,Công ty TNHH Công nghệ điện tử Haojida Việt Nam,10000000-15000000,28/07/2022,Công ty TNHH Công nghệ điện tử Haojida Việt Nam,Công ty TNHH Công nghệ điện tử Haojida Việt Nam Địa chỉ: Đồi Me – Yên Lập – Vĩnh Tường – Vĩnh Phúc Điện thoại:02113822261
"HTX NNHC Thanh Vân Tuyển Nhân viên Hành chính Nhân sự, Trưởng...",https://vinhphuc.work/htx-nnhc-thanh-van-tuyen-nhan-vien-hanh-chinh-nhan-su-truong-nhom-nhan-vien-kinh-doanh.html,HTX NNHC Thanh Vân,Thỏa thuận,Từ 26/07/2022,"Đồi Mé, Thanh Vân, Tam Dương, Vĩnh Phúc.","HTX NNHC Thanh Vân
Địa chỉ: Đồi Mé, Thanh Vân, Tam Dương, Vĩnh Phúc.
Điện thoại: 0978 726 010 hoặc hotline: 0989 20 10 22."
Công ty Cổ phần Dược phẩm Vĩnh Phúc Tuyển dụng Lái xe...,https://vinhphuc.work/cong-ty-co-phan-duoc-pham-vinh-phuc-tuyen-dung-lai-xe-giao-hang-nhan-vien-ep-vi-dong-lo.html,Công ty Cổ phần Dược phẩm Vĩnh Phúc,7-10 triệu,26/07/2022,Công ty Cổ phần Dược phẩm Vĩnh Phúc,"Công ty Cổ phần Dược phẩm Vĩnh Phúc
Địa chỉ: 777 Mê Linh – Khai Quang – Vĩnh Phúc
Điện thoại:0962905211"
"Công ty cổ phần TTP Group tuyển dụng Nhân viên Kỹ thuật,...",https://vinhphuc.work/cong-ty-co-phan-ttp-group-tuyen-dung-nhan-vien-ky-thuat-va-nhan-vien-kinh-doanh.html,Công ty cổ phần TTP Group,Tùy vị trí,Nhận hồ sơ đến ngày 26/08/2022,"321 Mê Linh, Liên Bảo, Vĩnh Yên, Vĩnh Phúc",
Trung tâm Nha khoa Thống Nhất Thông báo Tuyển dụng 03 Phụ...,https://vinhphuc.work/trung-tam-nha-khoa-thong-nhat-thong-bao-tuyen-dung-03-phu-ta.html,Trung tâm nha khoa Thống Nhất,thỏa thuận,Đến 30/07/2022,"Trung tâm nha khoa Thống Nhất - Tầng 2, TTTM Hà Tiên, Liên Bảo,...","Trung tâm Nha khoa Thống Nhất
Địa chỉ: Tầng 2 trung tâm thương mại Hà Tiên ( Tầng 2 trung tâm thương mại HC ) Liên Bảo Vĩnh Yên Vĩnh Phúc
Điện thoại: 0911883869"
"Công ty TNHH Taipei Packing Tuyển dụng Nhân viên QC/QA, Nhân viên...",https://vinhphuc.work/cong-ty-tnhh-taipei-packing-tuyen-dung-nhan-vien-qc-qa-nhan-vien-van-hanh-may-cnc.html,Công ty TNHH Taipei Packing,Thỏa thuận,Đến 30/07/2022,"Lô E, KCN Bình Xuyên, TT. Hương Canh, H. Bình Xuyên,Vĩnh Phúc","Công ty TNHH Taipei Packing
Địa chỉ: Lô E, KCN Bình Xuyên, TT. Hương Canh, H. Bình Xuyên,Vĩnh Phúc
Điện thoại:02113.815.556"
Công ty TNHH Thiết bị điện Đức Tín Tuyển Kỹ thuật điện,https://vinhphuc.work/cong-ty-tnhh-thiet-bi-dien-duc-tin-tuyen-ky-thuat-dien.html,Công ty TNHH Thiết bị điện Đức Tín,Thỏa thuận,Từ 26/07/2022,"Thôn Tam Lộng , Xã Hương Sơn, Huyện Bình Xuyên, Tỉnh Vĩnh Phúc, Việt...","Công ty TNHH Thiết bị điện Đức Tín
Địa chỉ: Thôn Tam Lộng , Xã Hương Sơn, Huyện Bình Xuyên, Tỉnh Vĩnh Phúc, Việt Nam
Điện thoại:: 0942582346"
Công ty TNHH Kanefusa Manufacturing Việt Nam Tuyển dụng Nhân viên Kế...,https://vinhphuc.work/cong-ty-tnhh-kanefusa-manufacturing-viet-nam-tuyen-dung-nhan-vien-ke-toan.html,Công ty TNHH Kanefusa Manufacturing Việt Nam,Thỏa thuận,Từ 25/07/2022,Nhà C11-22-23 KCN Thăng Long- Bá Thiện - Bình Xuyên - Vĩnh Phúc,
Công ty TNHH Compal Việt Nam Tuyển Kỹ Sư Kiểm tra độ...,https://vinhphuc.work/cong-ty-tnhh-compal-viet-nam-tuyen-ky-su-kiem-tra-do-tin-cay.html,Công ty TNHH Compal Việt Nam,Thỏa thuận,Từ 25/2022,"KCN Bá Thiện 1, huyện Bình Xuyên, tỉnh Vĩnh Phúc, Việt Nam","Công ty TNHH Compal Việt Nam
Địa chỉ: KCN Bá Thiện 1, huyện Bình Xuyên, tỉnh Vĩnh Phúc, Việt Nam"
Công ty Cổ phần dịch vụ Viễn thông Trí Việt Tuyển Giám...,https://vinhphuc.work/cong-ty-co-phan-dich-vu-vien-thong-tri-viet-tuyen-giam-doc-dieu-hanh-chi-nhanh.html,Công ty Cổ phần dịch vụ Viễn thông Trí Việt,Thỏa thuận,Đến 15/08/2022,Vĩnh Phúc,"Công ty Cổ phần dịch vụ Viễn thông Trí Việt
Địa chỉ: Số 89 Nguyễn Văn Linh – Liên Bảo – Vĩnh Yên – Vĩnh Phúc
Điện thoại: 0367408031"
Công ty TNHH Sunny Auto Motive Vina Tuyển dụng Nhân viên Kế...,https://vinhphuc.work/cong-ty-tnhh-sunny-auto-motive-vina-tuyen-dung-nhan-vien-ke-toan-tieng-trung-nhan-vien-xuat-nhap-khau.html,Công ty TNHH Sunny Auto motive Vina,10 đến 15 tr,25/07/2022,Công ty TNHH Sunny Auto motive Vina,"Công ty TNHH Sunny Auto Motive Vina
Địa chỉ: Lô CN06, khu Công Nghiệp Bình Xuyên II, Bá Hiến, Bình Xuyên, Vĩnh Phúc
SDT: 02113566808"
"Công ty TNHH Hyunwoo Vina Tuyển Phó phòng CS, Nhân viên Kỹ...",https://vinhphuc.work/cong-ty-tnhh-hyunwoo-vina-tuyen-pho-phong-cs-nhan-vien-ky-thuat-ma-dong.html,CÔNG TY TNHH HYUNWOO VINA,Thỏa thuận,23/07/2022,"Lô C7, KCN Bá Thiện 2, Bình Xuyên, Vĩnh Phúc.","Công ty TNHH Hyunwoo Vina
Hotline : 0325.52.53.58 Add : Lô C7, KCN Bá Thiện 2, Bình Xuyên, Vĩnh Phúc."
GOLFVILLA Sân Golf Tam Đảo Thông báo Tuyển dụng Quản lý Khách...,https://vinhphuc.work/golfvilla-san-golf-tam-dao-thong-bao-tuyen-dung-quan-ly-khach-san.html,Công ty cổ phần dịch vụ du lịch và vận tải Hà Việt,Từ 12 Triệu,Đến 15/08/2022,"Lô D14, khu biệt thự sân Golf Tam Đảo, Vĩnh Phúc","GOLFVILLA Tam Đảo Địa chỉ : Lô D14, khu biệt thự sân Golf Tam Đảo, Vĩnh Phúc Điện thoại : 0974663355
Lưu ý: Nộp hồ sơ ngay dưới đây nút ” NỘP HỒ SƠ” Công ty không thu bất kỳ khoản phí nào liên quan đến tuyển dụng."
Công ty Cổ phần Hưng Thịnh Land Thông báo Tuyển dụng Nhân...,https://vinhphuc.work/cong-ty-co-phan-hung-thinh-land-thong-bao-tuyen-dung-nhan-vien-tu-van-du-an.html,Công ty Cổ phần Hưng Thịnh Land,Thỏa thuận,Đến 15/08/2022,"SN 44S5, KĐT Chùa Hà Tiên, Xã Định Trung, Thành phố Vĩnh Yên, Tỉnh...",
Công ty Optrontec Vina tuyển Nhân viên Kỹ thuật Thiết bị Coating,https://vinhphuc.work/cong-ty-optrontec-vina-tuyen-nhan-vien-ky-thuat-thiet-bi-coating.html,CÔNG TY OPTRONTEC VINA,Thỏa thuận,Từ 22/07/2022,"Lô A11, KCN Bá Thiện 2, Bình Xuyên, Vĩnh Phúc.","Công ty Optrontec Vina
Liên hệ: 0211 650 88 99"
Học Viện Nghệ Thuật AMA Tuyển dụng Kế toán kiêm Hành chính...,https://vinhphuc.work/hoc-vien-nghe-thuat-ama-tuyen-dung-ke-toan-kiem-hanh-chinh-nhan-su-quay-phim.html,Học Viện Nghệ Thuật AMA,Thỏa thuận,Từ 22/07/2022,"Số 2 Phan Trọng Tuệ, KĐT Vạn Cát, Vĩnh yên, Vĩnh Phúc","Học Viện Nghệ Thuật AMA
Địa chỉ: Số 2 Phan Trọng Tuệ, KĐT Vạn Cát, Vĩnh yên, Vĩnh Phúc
Hotline: 0978343777- Mrs Linh Vân"
Trung tâm thẩm mỹ Bác sỹ Tuấn Dương Tuyển dụng Kỹ thuật...,https://vinhphuc.work/trung-tam-tham-my-bac-sy-tuan-duong-tuyen-dung-ky-thuat-vien.html,Trung tâm thẩm mỹ Bác sỹ Tuấn Dương,Lương CB + HH + Thưởng,Đến 30/07/2022,SN 78 Chu Văn An – Liên Bảo – Vĩnh Yên – Vĩnh Phúc,"Trung tâm thẩm mỹ Bác sỹ Tuấn Dương
Địa chỉ: SN 78 Chu Văn An – Liên Bảo – Vĩnh Yên – Vĩnh Phúc Hotline: Mr. Cương 0986.412.388 – 0961.886.656"
Công ty Cổ phần tập đoàn VNB Group Thông báo Tuyển dụng...,https://vinhphuc.work/cong-ty-co-phan-tap-doan-vnb-group-thong-bao-tuyen-dung-tp-kinh-doanh-tp-dao-tao-nhan-vien-thiet-ke-tp-du-an.html,Công ty Cổ phần tập đoàn VNB Group,Tùy vị trí,Đến 15/08/2022,"Tầng 8 Tòa nhà Tài Chính Việt Đức, Khai Quang, Vĩnh Yên, Vĩnh Phúc","Công ty Cổ phần tập đoàn VNB Group
Địa chỉ: Tầng 8 Tòa nhà Tài Chính Việt Đức, Khai Quang, Vĩnh Yên, Vĩnh Phúc
Điện thoại: 0966.622.991"
Công ty Cổ phần dịch vụ Sen Hồng tuyển dụng nhiều vị...,https://vinhphuc.work/cong-ty-co-phan-dich-vu-sen-hong-tuyen-dung-nhieu-vi-tri-thang-07.html,Công ty Cổ phần dịch vụ Sen Hồng,Lương thỏa thuận hấp dẫn+ thưởng KPI + thâm niên + phụ cấp khác,Nhận hồ sơ đến ngày 15/08/2022,"TDP Đông Quý, Phường Đồng Tâm, TP. Vĩnh Yên, tỉnh Vĩnh Phúc",
Khách sạn IREST COSMOPOLIS Thông báo Tuyển dụng Nhân viên lễ tân,https://vinhphuc.work/khach-san-irest-cosmopolis-thong-bao-tuyen-dung-nhan-vien-le-tan.html,Khách sạn iRest COSMOPOLIS,7-9 triệu,30/08/2022,Vĩnh Yên,"Khách sạn IREST COSMOPOLIS
Ms Phương Anh – 0965 890 069 Địa chỉ: Đường Ngô Gia Tự – Thành phố Vĩnh Yên – Tỉnh Vĩnh Phúc.
Lưu ý: Nộp hồ sơ ngay dưới Nút : ” NỘP HỒ SƠ”.
Công ty không thu bất kỳ khoản phí nào liên quan đến tuyển dụng."
Công ty TNHH Sekonix Vina Tuyển dụng Nhân viên Quản lý sản...,https://vinhphuc.work/cong-ty-tnhh-sekonix-vina-tuyen-dung-nhan-vien-quan-ly-san-xuat.html,Công ty Sekonix Vina,Thỏa thuận,Đến 30/07/2022,KCN Bá Thiện - Bình Xuyên - Vĩnh Phúc,
